feature,cluster_id,cluster_size,cluster_members,min_similarity_to_cluster,sample_nunique,sample_constant_dev,longitudinal_nunique,longitudinal_constant
cumul_interp_in_diffs_p25,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9687280289108542,21026,False,153,False
cumul_interp_in_diffs_p50,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9684822177491305,11615,False,138,False
cumul_interp_in_diffs_p75,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9665254302794944,23496,False,151,False
cumul_interp_in_diffs_p90,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9660866453521084,35021,False,179,False
cumul_interp_in_last,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9679981604730754,5632,False,181,False
cumul_interp_in_max,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9679981604730754,5632,False,181,False
cumul_interp_in_mean,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9699939962570955,57797,False,195,False
cumul_interp_in_slope,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9659870629801067,57911,False,195,False
cumul_interp_in_std,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9659037843395789,57916,False,195,False
cumul_out_len,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
ngrams_2_mean_count,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9743553399507507,11209,False,189,False
ngrams_2_possible_windows,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
ngrams_2_sparsity,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9743553399507507,11209,False,190,False
ngrams_2_total_occurrences,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
ngrams_3_mean_count,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9763278396643604,11202,False,192,False
ngrams_3_possible_windows,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
ngrams_3_sparsity,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9763278396643604,11202,False,193,False
ngrams_3_total_occurrences,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
ngrams_4_mean_count,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9764678085889886,13115,False,193,False
ngrams_4_possible_windows,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
ngrams_4_sparsity,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9764678085889886,13115,False,193,False
ngrams_4_total_occurrences,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
pps_w10_total_packets,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
pps_w1_total_packets,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
pps_w2_total_packets,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
pps_w5_total_packets,1,43,cumul_in_auc|cumul_in_last|cumul_in_len|cumul_in_max|cumul_in_mean|cumul_in_slope_norm|cumul_in_std|cumul_interp_in_auc|cumul_interp_in_diffs_mean|cumul_interp_in_diffs_median|cumul_interp_in_diffs_p25|cumul_interp_in_diffs_p50|cumul_interp_in_diffs_p75|cumul_interp_in_diffs_p90|cumul_interp_in_last|cumul_interp_in_max|cumul_interp_in_mean|cumul_interp_in_slope|cumul_interp_in_std|cumul_out_len|ngrams_2_mean_count|ngrams_2_possible_windows|ngrams_2_sparsity|ngrams_2_total_occurrences|ngrams_3_mean_count|ngrams_3_possible_windows|ngrams_3_sparsity|ngrams_3_total_occurrences|ngrams_4_mean_count|ngrams_4_possible_windows|ngrams_4_sparsity|ngrams_4_total_occurrences|pps_w10_total_packets|pps_w1_total_packets|pps_w2_total_packets|pps_w5_total_packets|sizes_hist_1_500|sizes_hist_gt1500|sizes_sum|spectral_energy_high|spectral_energy_low|spectral_energy_mid|total_in,0.9719290584430444,10970,False,191,False
