fold,metric,observed_delta,bootstrap_mean,ci95_low,ci95_high,p_delta_gt_0
A_EARLY_TO_MIDDLE,accuracy,0.008184523809523725,0.008093481459359453,0.004921327248475155,0.011366375067385592,1.0
A_EARLY_TO_MIDDLE,macro_f1,0.003871714741056964,0.0036301064998023203,-0.00034649601671832004,0.007621604902920647,0.962
A_EARLY_TO_MIDDLE,top5_accuracy,-0.011904761904761862,-0.011920130083312296,-0.015650656071995724,-0.007723459398509032,0.0
A_EARLY_TO_MIDDLE,mrr,0.0019486689716186056,0.001906681784734738,-0.00040740641314806754,0.0043757042085475085,0.947
B_EARLY_MIDDLE_TO_LATE,accuracy,0.027173330474863255,0.02719848787422808,0.023821943746625284,0.03105316191507947,1.0
B_EARLY_MIDDLE_TO_LATE,macro_f1,0.025742371464169245,0.025873117450355785,0.02197086656252569,0.03009647396947655,1.0
B_EARLY_MIDDLE_TO_LATE,top5_accuracy,0.01827634258762989,0.018350826836444175,0.015287556859119322,0.021309838928772404,1.0
B_EARLY_MIDDLE_TO_LATE,mrr,0.021987128102528564,0.022015114021594274,0.019665724897509833,0.024586840560466377,1.0
