fold,prototype_type,query_type,distance_metric,site_label,n_queries,top1_accuracy,top5_accuracy,mrr,mean_true_rank
A_EARLY_TO_MIDDLE,capture_median,capture,cosine,96,330,0.11818181818181818,0.5151515151515151,0.31947650811432493,6.375757575757576
A_EARLY_TO_MIDDLE,capture_median,capture,cosine,97,311,0.5916398713826366,1.0,0.7561629153269024,1.6463022508038585
A_EARLY_TO_MIDDLE,capture_median,capture,cosine,98,326,0.15644171779141106,0.3773006134969325,0.2674473690321684,13.230061349693251
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,0,300,0.11666666666666667,0.6466666666666666,0.34231097279626693,5.22
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,10,326,0.1441717791411043,0.5552147239263804,0.34109162050188063,9.343558282208589
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,102,317,0.21766561514195584,0.5583596214511041,0.37733523219594034,8.3596214511041
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,104,327,0.09174311926605505,0.37003058103975534,0.24882009457999765,9.501529051987768
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,105,243,0.13991769547325103,0.6213991769547325,0.3386408287642856,5.411522633744856
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,106,288,0.09375,0.5520833333333334,0.3095916859264221,5.645833333333333
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,107,282,0.028368794326241134,0.3404255319148936,0.18082240507326508,9.464539007092199
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,108,311,0.7427652733118971,0.7459807073954984,0.749476025583772,15.109324758842444
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,109,325,0.17846153846153845,0.36,0.2923862205721996,10.50153846153846
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,11,316,0.38924050632911394,0.5854430379746836,0.4821082132141817,11.949367088607595
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,110,209,0.13875598086124402,0.5406698564593302,0.26260510895431105,20.851674641148325
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,113,327,0.1559633027522936,0.42201834862385323,0.2926932054346555,11.724770642201834
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,117,321,0.3956386292834891,1.0,0.6744548286604362,1.7445482866043613
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,12,328,0.0,0.25609756097560976,0.11592045747127971,17.210365853658537
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,14,276,0.2427536231884058,0.44565217391304346,0.3606898023932633,9.144927536231885
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,18,328,0.09451219512195122,0.4451219512195122,0.2744108918417531,10.143292682926829
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,2,327,0.42813455657492355,0.8837920489296636,0.6000122635596405,3.235474006116208
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,21,329,0.19148936170212766,0.49848024316109424,0.3440214252493819,9.364741641337385
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,24,245,0.37551020408163266,0.5795918367346938,0.4840567685147909,6.33469387755102
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,25,333,0.37237237237237236,0.5525525525525525,0.4724779286364516,6.873873873873874
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,27,332,0.15060240963855423,0.4427710843373494,0.29409876674658986,10.960843373493976
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,28,326,0.3128834355828221,0.4570552147239264,0.40549550922506944,9.895705521472392
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,29,329,0.0425531914893617,0.1276595744680851,0.11369325224779396,23.10030395136778
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,31,272,0.3088235294117647,0.8088235294117647,0.5015648969206495,3.8088235294117645
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,34,315,0.09841269841269841,0.40634920634920635,0.2533734883020013,8.034920634920635
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,35,329,0.14285714285714285,0.5562310030395137,0.3261694219270464,6.0303951367781155
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,36,323,0.39009287925696595,0.5386996904024768,0.4699228418127874,11.380804953560371
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,37,333,0.12312312312312312,0.30930930930930933,0.2519165974236195,8.78078078078078
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,39,325,0.3261538461538461,0.6307692307692307,0.4750158968709753,5.572307692307692
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,40,323,0.01238390092879257,0.4520123839009288,0.17878973015565713,17.325077399380806
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,41,253,0.43478260869565216,0.6324110671936759,0.5337214923727894,9.707509881422926
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,42,320,0.24375,0.959375,0.49977058531746027,2.81875
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,43,316,0.5253164556962026,0.6740506329113924,0.6101034523205762,4.787974683544304
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,45,297,0.3400673400673401,0.43097643097643096,0.4091367165085946,12.582491582491583
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,46,305,0.019672131147540985,0.5344262295081967,0.23015751150099414,5.783606557377049
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,47,326,0.06134969325153374,0.3374233128834356,0.20722105585731912,10.420245398773005
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,48,314,0.0,0.25477707006369427,0.11871002092026516,11.968152866242038
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,50,326,0.015337423312883436,0.39263803680981596,0.22415339884215285,8.9079754601227
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,51,266,0.17293233082706766,0.7293233082706767,0.3945035323794722,4.56015037593985
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,52,325,0.08,0.37846153846153846,0.2431922064242717,10.350769230769231
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,53,326,0.24539877300613497,0.7147239263803681,0.4239251340318003,4.524539877300613
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,54,328,0.3018292682926829,0.7804878048780488,0.5129345753084767,4.676829268292683
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,55,321,0.21495327102803738,0.5389408099688473,0.3685451926440515,9.015576323987538
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,57,269,0.0037174721189591076,0.1449814126394052,0.11184928062884487,12.509293680297398
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,6,286,0.11888111888111888,0.7377622377622378,0.3374972229493045,5.059440559440559
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,60,332,0.08132530120481928,0.34036144578313254,0.2213365174763483,10.674698795180722
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,61,330,0.403030303030303,0.896969696969697,0.6173216151334501,3.2818181818181817
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,63,331,0.054380664652567974,0.5498489425981873,0.25811801723430805,5.604229607250756
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,68,330,0.08181818181818182,0.3606060606060606,0.22507008229530434,10.257575757575758
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,7,328,0.2896341463414634,0.5365853658536586,0.4028236478393785,14.042682926829269
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,71,329,0.47720364741641336,0.6261398176291794,0.5522036117020469,24.13677811550152
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,72,304,0.046052631578947366,0.5263157894736842,0.241192146721507,6.871710526315789
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,76,296,0.20945945945945946,0.5506756756756757,0.38028274997778094,7.412162162162162
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,77,302,0.1390728476821192,0.2185430463576159,0.19107010044584463,48.03973509933775
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,78,334,0.23353293413173654,0.5868263473053892,0.3963564875896791,6.529940119760479
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,80,334,0.24850299401197604,0.5748502994011976,0.4062892920082496,8.347305389221557
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,81,260,0.4230769230769231,0.7653846153846153,0.5699225806773736,4.230769230769231
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,86,329,0.26443768996960487,0.9969604863221885,0.5691995947315097,2.1306990881458967
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,89,330,0.01818181818181818,0.26666666666666666,0.17103698741361645,8.181818181818182
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,9,328,0.06097560975609756,0.4146341463414634,0.22727221312573218,11.216463414634147
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,90,318,0.24213836477987422,0.5157232704402516,0.3925304819061424,9.135220125786164
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,92,235,0.41702127659574467,0.6170212765957447,0.5344654222845712,4.693617021276595
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,96,330,0.12121212121212122,0.41515151515151516,0.29189428837732173,8.218181818181819
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,97,311,0.594855305466238,1.0,0.7569667738478028,1.6495176848874598
A_EARLY_TO_MIDDLE,capture_median,capture,euclidean,98,326,0.15337423312883436,0.36809815950920244,0.2645078445352605,12.791411042944786
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,0,14,0.5,1.0,0.6654761904761904,2.2142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,10,14,0.5714285714285714,0.7857142857142857,0.6959706959706959,3.642857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,102,14,0.7142857142857143,0.7142857142857143,0.7426445578231292,4.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,104,14,0.5714285714285714,0.8571428571428571,0.6885174759558996,4.5
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,105,12,0.5833333333333334,0.8333333333333334,0.6646825396825397,3.1666666666666665
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,106,14,0.14285714285714285,1.0,0.5297619047619048,2.142857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,107,14,0.2857142857142857,0.7857142857142857,0.5087159863945578,3.7857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,108,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,109,14,0.2857142857142857,0.6428571428571429,0.43163265306122456,4.642857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,11,14,0.9285714285714286,1.0,0.9464285714285714,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,110,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,113,14,0.6428571428571429,0.9285714285714286,0.7445887445887446,2.2857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,117,14,0.2857142857142857,1.0,0.6309523809523808,1.7857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,12,14,0.2857142857142857,0.7857142857142857,0.49130076272933415,3.7857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,14,14,0.6428571428571429,1.0,0.8095238095238095,1.4285714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,18,14,0.6428571428571429,0.7857142857142857,0.7255184331797235,5.714285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,2,14,0.8571428571428571,1.0,0.9166666666666667,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,21,14,0.8571428571428571,0.9285714285714286,0.8993506493506492,1.7857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,24,14,0.9285714285714286,1.0,0.9642857142857143,1.0714285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,25,14,0.7857142857142857,0.8571428571428571,0.8358585858585857,2.357142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,27,14,0.7857142857142857,0.7857142857142857,0.7966855220349008,5.071428571428571
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,28,14,0.2857142857142857,0.5714285714285714,0.4483843537414966,4.071428571428571
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,29,14,0.14285714285714285,0.14285714285714285,0.17386584110841216,24.142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,31,14,0.7857142857142857,1.0,0.8928571428571429,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,34,14,0.5714285714285714,0.7857142857142857,0.6774659863945579,4.785714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,35,14,0.5714285714285714,0.8571428571428571,0.7103174603174603,2.357142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,36,14,0.8571428571428571,0.9285714285714286,0.9047619047619049,1.4285714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,37,14,0.5,0.8571428571428571,0.6514550264550264,3.857142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,39,14,0.7857142857142857,1.0,0.8928571428571429,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,40,14,0.42857142857142855,0.7142857142857143,0.5796130952380952,4.785714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,41,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,42,14,0.2857142857142857,1.0,0.5285714285714286,2.642857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,43,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,45,14,0.2857142857142857,0.5,0.3969600340136054,10.928571428571429
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,46,14,0.14285714285714285,0.9285714285714286,0.5190476190476191,2.5714285714285716
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,47,14,0.35714285714285715,0.9285714285714286,0.5702380952380952,3.0714285714285716
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,48,14,0.0,0.0,0.06289935830791647,16.428571428571427
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,50,14,0.21428571428571427,0.6428571428571429,0.3791975881261596,4.928571428571429
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,51,14,0.7142857142857143,1.0,0.8273809523809523,1.5
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,52,14,0.5714285714285714,0.8571428571428571,0.6822278911564627,2.642857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,53,14,0.9285714285714286,1.0,0.9428571428571428,1.2857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,54,14,0.7857142857142857,1.0,0.8928571428571429,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,55,14,0.5,0.8571428571428571,0.6663574520717378,3.142857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,57,14,0.0,0.0,0.06324537390713861,16.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,6,14,0.14285714285714285,0.7857142857142857,0.39948979591836736,3.5714285714285716
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,60,14,0.07142857142857142,0.14285714285714285,0.1588354032571193,12.071428571428571
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,61,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,63,14,0.21428571428571427,0.9285714285714286,0.46071428571428574,3.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,68,14,0.5,0.9285714285714286,0.7003968253968254,2.7857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,7,14,0.7857142857142857,0.9285714285714286,0.865079365079365,1.7142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,71,14,0.6428571428571429,0.6428571428571429,0.6484552154195011,23.428571428571427
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,72,14,0.7857142857142857,1.0,0.8928571428571429,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,76,14,0.6428571428571429,0.8571428571428571,0.7519841269841271,2.2857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,77,14,0.21428571428571427,0.21428571428571427,0.23194490692312483,38.07142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,78,14,0.14285714285714285,0.9285714285714286,0.4340136054421769,3.2142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,80,14,0.35714285714285715,0.5,0.4422459484959485,6.642857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,81,14,0.7142857142857143,1.0,0.8357142857142856,1.5
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,86,14,0.35714285714285715,1.0,0.6666666666666666,1.7142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,89,14,0.35714285714285715,0.7857142857142857,0.5204081632653061,3.5714285714285716
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,9,14,0.42857142857142855,0.7857142857142857,0.5983516483516483,4.357142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,90,14,0.7142857142857143,1.0,0.8142857142857143,1.7142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,92,14,0.7142857142857143,1.0,0.7904761904761904,1.8571428571428572
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,96,14,0.42857142857142855,0.8571428571428571,0.5959183673469388,3.142857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,97,14,0.8571428571428571,1.0,0.9047619047619048,1.2857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,cosine,98,14,0.5714285714285714,0.9285714285714286,0.7211309523809524,2.7142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,0,14,0.5,1.0,0.7202380952380952,1.7142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,10,14,0.6428571428571429,0.7857142857142857,0.7353174603174601,3.142857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,102,14,0.5714285714285714,0.7142857142857143,0.6554260651629072,5.214285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,104,14,0.5,0.8571428571428571,0.6709183673469388,2.357142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,105,12,0.5833333333333334,0.9166666666666666,0.6909722222222222,2.4166666666666665
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,106,14,0.14285714285714285,0.9285714285714286,0.5208333333333333,2.4285714285714284
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,107,14,0.2857142857142857,0.8571428571428571,0.5178571428571429,3.2857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,108,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,109,14,0.2857142857142857,0.42857142857142855,0.3885837668400694,6.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,11,14,0.8571428571428571,0.9285714285714286,0.8898809523809523,1.6428571428571428
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,110,14,0.7857142857142857,0.7857142857142857,0.7958139233954451,5.785714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,113,14,0.7857142857142857,0.9285714285714286,0.8622448979591837,2.0714285714285716
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,117,14,0.2857142857142857,1.0,0.619047619047619,1.8571428571428572
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,12,14,0.2857142857142857,0.7857142857142857,0.47488226059654626,4.642857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,14,14,0.6428571428571429,0.9285714285714286,0.7642857142857142,1.9285714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,18,14,0.6428571428571429,0.7857142857142857,0.741612554112554,2.7142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,2,14,0.8571428571428571,1.0,0.9166666666666667,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,21,14,0.8571428571428571,0.9285714285714286,0.9030612244897959,1.5
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,24,14,0.8571428571428571,1.0,0.9071428571428571,1.3571428571428572
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,25,14,0.8571428571428571,0.9285714285714286,0.892857142857143,1.5
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,27,14,0.7857142857142857,0.7857142857142857,0.8080738705738705,2.9285714285714284
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,28,14,0.14285714285714285,0.14285714285714285,0.20795161324717973,14.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,29,14,0.14285714285714285,0.14285714285714285,0.1758261456954449,23.857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,31,14,0.8571428571428571,1.0,0.9285714285714286,1.1428571428571428
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,34,14,0.7142857142857143,0.8571428571428571,0.7702380952380953,2.4285714285714284
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,35,14,0.6428571428571429,0.9285714285714286,0.7797619047619049,1.7857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,36,14,0.8571428571428571,1.0,0.9071428571428571,1.3571428571428572
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,37,14,0.5714285714285714,0.9285714285714286,0.7357142857142857,2.2142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,39,14,0.9285714285714286,1.0,0.9464285714285714,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,40,14,0.42857142857142855,0.9285714285714286,0.6275510204081632,3.7857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,41,14,0.9285714285714286,1.0,0.9642857142857143,1.0714285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,42,14,0.2857142857142857,1.0,0.6309523809523808,1.7857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,43,14,1.0,1.0,1.0,1.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,45,14,0.42857142857142855,0.6428571428571429,0.5269995877138733,5.857142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,46,14,0.6428571428571429,1.0,0.7857142857142857,1.6428571428571428
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,47,14,0.42857142857142855,0.9285714285714286,0.6351540616246497,2.9285714285714284
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,48,14,0.0,0.14285714285714285,0.11086347126263094,10.857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,50,14,0.21428571428571427,0.8571428571428571,0.4488095238095239,3.2857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,51,14,0.8571428571428571,1.0,0.9166666666666666,1.2142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,52,14,0.5714285714285714,0.9285714285714286,0.7047619047619048,2.142857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,53,14,0.9285714285714286,1.0,0.9523809523809523,1.1428571428571428
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,54,14,0.8571428571428571,1.0,0.9285714285714286,1.1428571428571428
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,55,14,0.42857142857142855,0.8571428571428571,0.6037087912087912,3.142857142857143
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,57,14,0.0,0.0,0.0798026378383521,13.285714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,6,14,0.2857142857142857,1.0,0.555952380952381,2.357142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,60,14,0.07142857142857142,0.14285714285714285,0.1855991230991231,9.071428571428571
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,61,14,0.9285714285714286,1.0,0.9642857142857143,1.0714285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,63,14,0.21428571428571427,1.0,0.4630952380952381,2.9285714285714284
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,68,14,0.5,1.0,0.7166666666666667,1.7857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,7,14,0.7142857142857143,0.8571428571428571,0.8015873015873015,2.7142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,71,14,0.6428571428571429,0.6428571428571429,0.6483516483516484,23.857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,72,14,0.9285714285714286,1.0,0.9642857142857143,1.0714285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,76,14,0.6428571428571429,0.9285714285714286,0.7648809523809524,2.0
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,77,14,0.21428571428571427,0.21428571428571427,0.22714861901044564,48.214285714285715
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,78,14,0.35714285714285715,1.0,0.5857142857142856,2.357142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,80,14,0.35714285714285715,0.5,0.45370879120879115,6.857142857142857
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,81,14,0.8571428571428571,1.0,0.9071428571428571,1.3571428571428572
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,86,14,0.5,1.0,0.738095238095238,1.5714285714285714
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,89,14,0.35714285714285715,0.9285714285714286,0.5922619047619048,2.5
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,9,14,0.42857142857142855,0.7857142857142857,0.6178030303030303,3.2857142857142856
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,90,14,0.7142857142857143,1.0,0.805952380952381,1.7142857142857142
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,92,14,0.7857142857142857,1.0,0.863095238095238,1.4285714285714286
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,96,14,0.42857142857142855,0.8571428571428571,0.5788548752834467,3.2142857142857144
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,97,14,0.8571428571428571,1.0,0.9047619047619048,1.2857142857142858
A_EARLY_TO_MIDDLE,capture_median,daily_profile,euclidean,98,14,0.5,0.9285714285714286,0.691017316017316,2.357142857142857
A_EARLY_TO_MIDDLE,daily_balanced_median,capture,cosine,0,300,0.1,0.36,0.24581109097933118,9.513333333333334
A_EARLY_TO_MIDDLE,daily_balanced_median,capture,cosine,10,326,0.15644171779141106,0.5214723926380368,0.32129886316696776,11.702453987730062
A_EARLY_TO_MIDDLE,daily_balanced_median,capture,cosine,102,317,0.13564668769716087,0.5488958990536278,0.3380714599475105,6.993690851735016
A_EARLY_TO_MIDDLE,daily_balanced_median,capture,cosine,104,327,0.07339449541284404,0.24464831804281345,0.17921342762201548,21.63914373088685
A_EARLY_TO_MIDDLE,daily_balanced_median,capture,cosine,105,243,0.08641975308641975,0.46502057613168724,0.2577837023303904,7.11522633744856
A_EARLY_TO_MIDDLE,daily_balanced_median,capture,cosine,106,288,0.08680555555555555,0.5659722222222222,0.30548341511883176,5.517361111111111
