rank_temporal_stability,feature,valid_sites_min,missing_rows_max,ks_mean,ks_worst,wasserstein_norm_mean,wasserstein_norm_worst,median_shift_norm_mean,median_shift_norm_worst,ks_worst_stability_percentile,wasserstein_norm_worst_stability_percentile,median_shift_norm_worst_stability_percentile,temporal_stability_score
113,cumul_interp_in_auc,65,0,0.02476258602092296,0.027475090914415468,0.05412436077749149,0.07138999924354807,0.023255370066944586,0.03478628705769351,0.752411575562701,0.5755627009646302,0.5048231511254019,0.6109324758842444
114,cumul_in_mean,65,0,0.02476258602092281,0.027475090914415357,0.05412713910193889,0.07140301155080812,0.023358220581403976,0.03494548661298004,0.7556270096463023,0.572347266881029,0.5016077170418006,0.609860664523044
115,cumul_interp_in_mean,65,0,0.024777009840248405,0.027518362372392025,0.05412510590543821,0.07138842124046771,0.02320318171852014,0.034706750929666914,0.7427652733118971,0.5787781350482315,0.5080385852090032,0.6098606645230439
116,burst_durations_skew,65,0,0.02461107830209522,0.03280243509499453,0.031527864780707064,0.04389614657000044,0.025248581951374516,0.037930755573953374,0.4662379421221865,0.9003215434083601,0.45980707395498394,0.6087888531618435
117,cumul_in_kurtosis,65,0,0.01693514559902663,0.021580404593246394,0.0576175053482215,0.07770034024095879,0.02074605196971763,0.03127392389406372,0.8135048231511254,0.47266881028938906,0.5369774919614148,0.6077170418006431
118,cumul_interp_in_kurtosis,65,0,0.017382565679979978,0.022879776283888875,0.05779849492550837,0.07775861537993885,0.02111577444466819,0.03186849638660585,0.8038585209003215,0.4694533762057878,0.5305466237942122,0.6012861736334405
119,pps_w10_burst_count,65,0,0.03340730487504075,0.03660556750761375,0.08269068739737367,0.08370934779173565,0.0,0.0,0.42443729903536975,0.43729903536977494,0.927652733118971,0.5964630225080386
120,max_burst_in,65,0,0.017822961643624697,0.021882121134502164,1.1349842116110653,1.3660252943814712,0.0,0.0,0.8102893890675241,0.04823151125401929,0.927652733118971,0.5953912111468381
121,burst_count,65,0,0.02550788737311868,0.03036268980955595,0.05297970531704175,0.06814834813602504,0.015137161094519175,0.022583559168925023,0.5610932475884244,0.6157556270096463,0.6093247588424437,0.5953912111468381
122,burst_durations_count,65,0,0.02550788737311868,0.03036268980955595,0.05297970531704175,0.06814834813602504,0.015137161094519175,0.022583559168925023,0.5610932475884244,0.6157556270096463,0.6093247588424437,0.5953912111468381
123,transition_m1_to_p1,65,0,0.025507887373118644,0.03036268980955595,0.05299006030815464,0.06815415301403092,0.015138203132411841,0.022583559168925023,0.5610932475884244,0.6109324758842444,0.6093247588424437,0.5937834941050375
124,tam_4s_in_max,65,0,0.025836800906984425,0.03121599150589649,0.0472248125106133,0.04990322548168089,0.0322461559440367,0.047685834502103785,0.4983922829581994,0.8842443729903537,0.3987138263665595,0.5937834941050375
125,num_bursts_out,65,0,0.02550788737311857,0.03036268980955595,0.05299078090294301,0.0681546614237491,0.015138203132411841,0.022583559168925023,0.5610932475884244,0.6077170418006431,0.6093247588424437,0.5927116827438371
126,ngrams_4_min_count,65,0,0.013779701508914166,0.016171576136022048,0.04870799912222696,0.06710209542048783,0.05555555555555555,0.08333333333333333,0.8971061093247589,0.6430868167202572,0.23311897106109325,0.5911039657020364
127,transition_m1_to_m1,65,0,0.020820481862085738,0.021883354831724766,0.10811903926423472,0.15103797222336135,0.010064479467464542,0.014925373134328358,0.8070739549839229,0.2282958199356913,0.7266881028938906,0.587352625937835
128,ngrams_3_max_count,65,0,0.02411581057399273,0.02813672355663341,0.056335758065443685,0.07300532516122617,0.0192412098188854,0.028708133971291867,0.6897106109324759,0.522508038585209,0.5482315112540193,0.5868167202572347
129,ngrams_3_top1_count,65,0,0.02411581057399273,0.02813672355663341,0.056335758065443685,0.07300532516122617,0.0192412098188854,0.028708133971291867,0.6897106109324759,0.522508038585209,0.5482315112540193,0.5868167202572347
