rank_site_persistence,feature,valid_sites_min,spearman_mean,spearman_worst,site_shift_norm_median_mean,site_shift_norm_p90_worst,identity_mrr_mean,identity_mrr_worst,identity_top1_worst,identity_top5_worst,drift_to_separation_median_mean,drift_to_separation_p90_worst,spearman_worst_persistence_percentile,identity_mrr_worst_persistence_percentile,site_shift_p90_persistence_percentile,drift_separation_p90_persistence_percentile,site_persistence_score
111,transition_p1_to_p1,65,0.9453845809461779,0.9155038844939488,0.038950382065540995,0.5582713085234094,0.44399840157923465,0.4006436258834449,0.23076923076923078,0.5846153846153846,0.0671479039159595,0.7461822313805897,0.8938906752411575,0.7266881028938906,0.3890675241157556,0.5916398713826366,0.65032154340836
112,cumul_interp_in_diffs_p25,65,0.9384257503183401,0.9013838202276692,0.03343364024791164,0.4696631744958938,0.49350654637292185,0.41731780339887214,0.2,0.6461538461538462,0.058185028250306824,0.7415958013544763,0.6302250803858521,0.752411575562701,0.5755627009646302,0.6077170418006431,0.6414790996784566
113,tam_4s_in_max,65,0.934403042740497,0.8961952839878494,0.049821276339630405,0.4527710393730174,0.40126965995061575,0.3653124153570514,0.18461538461538463,0.5692307692307692,0.08360499252968223,0.7472120138269519,0.5884244372990354,0.6784565916398714,0.6559485530546624,0.5884244372990354,0.6278135048231511
114,tam_4s_in_mean,65,0.9284443468990823,0.8844380342591421,0.05068926661248232,0.5457282589007186,0.45167898831122216,0.4027453290636489,0.2153846153846154,0.5846153846153846,0.0814189766360141,0.6344639956187673,0.4887459807073955,0.7331189710610932,0.3987138263665595,0.887459807073955,0.6270096463022508
115,cumul_out_auc,65,0.9459644522144522,0.9151660839160839,0.02287481282307521,0.8230362186876137,0.5147213841915123,0.45513630796778576,0.27692307692307694,0.676923076923077,0.05414500479599201,0.7811343007315237,0.8906752411575563,0.8295819935691319,0.2540192926045016,0.5305466237942122,0.6262057877813505
116,iat_var,65,0.9509906759906759,0.9190996503496502,0.10818041862636894,0.8442216710041088,0.2969759008908021,0.22987730781111818,0.046153846153846156,0.36923076923076925,0.17580237127351236,0.5559228217567821,0.9067524115755627,0.41479099678456594,0.24115755627009647,0.9260450160771704,0.6221864951768489
117,tam_3s_in_mean,65,0.9279932986054907,0.8846469039744003,0.055695687915684446,0.5408815113229698,0.42226099939072276,0.3662305190873005,0.15384615384615385,0.5538461538461539,0.08595805366950449,0.6267206494605198,0.49517684887459806,0.684887459807074,0.40514469453376206,0.8938906752411575,0.6197749196141479
118,iat_std_out,65,0.9481643356643357,0.9189248251748252,0.14552760355481445,0.7019105034088915,0.2768143473378213,0.21433628651689143,0.06153846153846154,0.3384615384615385,0.19644690133573942,0.6008591578245306,0.9035369774919614,0.3729903536977492,0.29260450160771706,0.909967845659164,0.6197749196141479
119,pps_w5_mean,65,0.9293912907821067,0.8846128630433356,0.05031735434744583,0.5364080615092717,0.43260644366892004,0.37279187007283515,0.18461538461538463,0.6153846153846154,0.08297247649168359,0.6654451264222062,0.4919614147909968,0.707395498392283,0.40836012861736337,0.8617363344051447,0.617363344051447
120,tam_5s_in_std,65,0.9320836356232313,0.8940173746813185,0.07072296313064687,0.4074460482442544,0.4016612430794068,0.3321549979929988,0.13846153846153847,0.5692307692307692,0.10464840856544018,0.8001391949828808,0.5659163987138264,0.594855305466238,0.7781350482315113,0.5176848874598071,0.6141479099678457
121,tam_5s_in_max,65,0.9370030323969253,0.8987182709759949,0.04762952139870855,0.48311602574682316,0.42835617988260144,0.36955959896794743,0.18461538461538463,0.6153846153846154,0.08884053936967122,0.7527856148210936,0.6012861736334405,0.6913183279742765,0.5530546623794212,0.5787781350482315,0.6061093247588425
122,tam_2s_in_mean,65,0.9295739848072677,0.8885368066177994,0.0634298944053543,0.5591645026729131,0.39233385004538907,0.33777840516975516,0.09230769230769231,0.5538461538461539,0.10077316229272464,0.6302337415178846,0.5176848874598071,0.6302250803858521,0.3858520900321543,0.8906752411575563,0.6061093247588425
123,burst_durations_longest_ratio,65,0.9407634032634032,0.922465034965035,0.13428041729796536,0.46646883507199766,0.24624130084224063,0.2172744318222696,0.09230769230769231,0.2923076923076923,0.18816767980063212,0.774337890613548,0.9131832797427653,0.38263665594855306,0.5819935691318328,0.5434083601286174,0.6053054662379421
124,tam_2s_in_max,65,0.9220409838616876,0.8777193807274477,0.05319169657562827,0.40652835408022137,0.3876771341058272,0.3314975992668301,0.12307692307692308,0.47692307692307695,0.10569816403012555,0.748856416772554,0.4533762057877814,0.5916398713826366,0.7813504823151125,0.5819935691318328,0.6020900321543408
125,tam_1s_in_mean,65,0.9288965728336254,0.8865700019104626,0.06030222558724748,0.5726598427463035,0.40485835636774353,0.3592751733560557,0.15384615384615385,0.5538461538461539,0.10114250001964138,0.6526453855509404,0.5112540192926045,0.6655948553054662,0.36012861736334406,0.8681672025723473,0.6012861736334405
126,global_packet_count_90,65,0.9149329836829837,0.8609702797202797,0.06446469916126703,0.44303007876513234,0.37246322844635976,0.26274657569477666,0.06153846153846154,0.47692307692307695,0.11070584670534939,0.6993003168906543,0.4115755627009646,0.47266881028938906,0.6881028938906752,0.8135048231511254,0.5964630225080386
127,tam_2s_in_std,65,0.9141317016317015,0.864291958041958,0.06175707025565791,0.44925247957027614,0.4053958900243338,0.33603796396653535,0.18461538461538463,0.5076923076923077,0.11501283885001401,0.7279977829255987,0.4212218649517685,0.6205787781350482,0.662379421221865,0.6720257234726688,0.5940514469453376
128,cumul_interp_out_kurtosis,65,0.879938811188811,0.801923076923077,0.08861305207371084,0.44118353380700376,0.28302453785462744,0.265321364331524,0.07692307692307693,0.4153846153846154,0.14294213669938619,0.6484581273651264,0.3215434083601286,0.48231511254019294,0.6977491961414791,0.8713826366559485,0.5932475884244373
129,tam_5s_out_max,65,0.9322458659786328,0.8947529449895495,0.06564881105601696,0.41583779648048974,0.37623702054996494,0.3068054749661669,0.12307692307692308,0.46153846153846156,0.12320801019523908,0.8252443508531366,0.572347266881029,0.5466237942122186,0.7652733118971061,0.4855305466237942,0.5924437299035369
130,tam_2s_out_mean,65,0.9291444567368289,0.8854020979020978,0.06700212921201441,0.4275758868943043,0.3951023632771647,0.35731795682751266,0.18461538461538463,0.5076923076923077,0.10764199125236214,0.8421390618434954,0.4983922829581994,0.6591639871382636,0.7395498392282959,0.4662379421221865,0.5908360128617364
131,cumul_in_auc,65,0.9395833333333333,0.9042395104895105,0.023399345967277354,0.9754975274164819,0.5408440396039755,0.4886399426120581,0.3384615384615385,0.6615384615384615,0.04829698956710619,0.8246122542014438,0.6720257234726688,0.9935691318327974,0.20257234726688103,0.4887459807073955,0.5892282958199356
132,tam_3s_in_max,65,0.9285896399251149,0.8903385126423218,0.060110737952934645,0.4579443348674119,0.3759771399796102,0.32013894836605405,0.1076923076923077,0.5692307692307692,0.10287814483626705,0.7421807440387003,0.5369774919614148,0.5755627009646302,0.6141479099678456,0.6045016077170418,0.582797427652733
133,sizes_sum,65,0.9263548951048951,0.8836101398601398,0.020743192566654866,0.6783036332888184,0.5708079151927148,0.4891682516201747,0.3230769230769231,0.6923076923076923,0.03619774323345689,0.773890061353817,0.4790996784565916,0.9967845659163987,0.3022508038585209,0.5498392282958199,0.5819935691318329
134,pps_w5_max,65,0.9376602564102563,0.9018793706293705,0.05705059684137828,0.45714988621686464,0.40941414309719093,0.34504687877644064,0.16923076923076924,0.5230769230769231,0.10374463397415733,0.9101046736978653,0.6495176848874598,0.6430868167202572,0.6205787781350482,0.41479099678456594,0.5819935691318328
135,tam_5s_in_mean,65,0.9301859241781055,0.8867666823811964,0.049295720175465324,0.4931677207955501,0.4294038130353324,0.37606239694192184,0.13846153846153847,0.5846153846153846,0.08153894926756852,0.7698127319548593,0.5144694533762058,0.7138263665594855,0.5369774919614148,0.5594855305466238,0.5811897106109325
136,tam_4s_out_std,65,0.929589160839161,0.8886363636363637,0.07085421605675114,0.44874559516703116,0.380515690042936,0.3328410423123275,0.13846153846153847,0.47692307692307695,0.12337550272116145,0.797237778982379,0.5241157556270096,0.6012861736334405,0.6688102893890675,0.5209003215434084,0.5787781350482315
137,tam_5s_out_std,65,0.9299388111888112,0.8895104895104895,0.05935992699222253,0.43659569890943495,0.375767003127432,0.3021315003707538,0.09230769230769231,0.5384615384615384,0.11930313769167132,0.8159216633969024,0.5337620578778135,0.5305466237942122,0.7202572347266881,0.5048231511254019,0.572347266881029
138,ngrams_4_top5_count,65,0.9633066804424044,0.9446654139237379,0.0821401380620298,0.6175195143104945,0.3110953245867706,0.2703792244977738,0.09230769230769231,0.4461538461538462,0.14067873909644782,0.8041689057329525,0.954983922829582,0.5016077170418006,0.3215434083601286,0.5080385852090032,0.5715434083601285
139,tam_3s_out_mean,65,0.9276001630760508,0.8820367132867133,0.07442519539930897,0.41802734484892845,0.39443213360013446,0.3301135972853491,0.15384615384615385,0.5230769230769231,0.10501526821328362,0.8537338683065856,0.4662379421221865,0.5884244372990354,0.7556270096463023,0.45016077170418006,0.5651125401929261
140,tam_4s_out_max,65,0.9330343297710213,0.8935314685314686,0.06721072182090726,0.42161802241704593,0.3573135697404659,0.2509203547070893,0.07692307692307693,0.4461538461538462,0.11795339627170948,0.8222443890274315,0.5627009646302251,0.45016077170418006,0.752411575562701,0.4919614147909968,0.5643086816720257
141,iat_mean_in,65,0.9175990675990676,0.8609265734265733,0.06471249718037607,0.6430972411334724,0.3719599484245941,0.34148547922309275,0.13846153846153847,0.5846153846153846,0.09852475177066432,0.6647858052528537,0.40836012861736337,0.639871382636656,0.31511254019292606,0.864951768488746,0.5570739549839229
142,pps_w2_burst_count,65,0.9375049930850734,0.9094454167099288,0.0,0.3333333333333333,0.16423412495887377,0.1616295850874223,0.015384615384615385,0.15384615384615385,0.0,1.0,0.7491961414790996,0.24758842443729903,0.8360128617363344,0.39228295819935693,0.5562700964630225
143,ngrams_4_top4_count,65,0.9546131762788591,0.9322376549905721,0.10978255599642038,0.8888888888888892,0.27882305361359655,0.24391123945865628,0.07692307692307693,0.35384615384615387,0.1860557894757621,0.7389685508705653,0.9292604501607717,0.42765273311897106,0.2315112540192926,0.6302250803858521,0.5546623794212219
144,cumul_out_kurtosis,65,0.8780157342657343,0.7998251748251748,0.10020519291189602,0.4895632512611145,0.2866894037332996,0.28171340410862566,0.07692307692307693,0.4,0.15101920788765608,0.6792424550804795,0.31511254019292606,0.5112540192926045,0.5434083601286174,0.8456591639871383,0.5538585209003215
145,tam_4s_out_mean,65,0.9275707391653896,0.8843628099611182,0.0740170097218512,0.42723317332243904,0.37122435291208916,0.31348442614378874,0.15384615384615385,0.4461538461538462,0.1240951860442691,0.9306195805469757,0.4855305466237942,0.5627009646302251,0.7427652733118971,0.40836012861736337,0.54983922829582
146,tam_1s_out_mean,65,0.9271416083916084,0.8826923076923077,0.08067487129442015,0.4490084440405718,0.37956320150245554,0.33373907469521885,0.12307692307692308,0.5230769230769231,0.11620562914488135,0.8646739846793798,0.47266881028938906,0.6045016077170418,0.6655948553054662,0.44694533762057875,0.547427652733119
147,tam_4s_in_std,65,0.9200320512820513,0.8741695804195805,0.05456246891242489,0.4902889418743114,0.40928033199735675,0.3760187194598014,0.18461538461538463,0.5538461538461539,0.09138294453138245,0.8195987055016722,0.4405144694533762,0.7106109324758842,0.5401929260450161,0.49517684887459806,0.5466237942122186
148,tam_1s_in_std,65,0.9133595571095571,0.8614073426573428,0.0644946464551895,0.5175874260112762,0.3849996840601004,0.3338442398818235,0.18461538461538463,0.5230769230769231,0.1160769699240178,0.7195788202849324,0.41479099678456594,0.6077170418006431,0.45016077170418006,0.707395498392283,0.545016077170418
149,pps_w10_max,65,0.9394587276806071,0.9050579661594276,0.05962772503730307,0.5087107247014806,0.4000284415306627,0.3274298142937878,0.13846153846153847,0.5538461538461539,0.10172462990061522,0.877211741717092,0.7009646302250804,0.5819935691318328,0.45980707395498394,0.43729903536977494,0.545016077170418
150,tam_3s_out_max,65,0.9275779784175118,0.8861329341977212,0.0778467729739899,0.4415267175572521,0.31931359766296646,0.23484806731433702,0.06153846153846154,0.4307692307692308,0.14410164574102238,0.7771401578665683,0.5048231511254019,0.4212218649517685,0.6945337620578779,0.5337620578778135,0.5385852090032155
151,cumul_interp_in_pct_increasing,65,0.9998346560846562,0.9997519841269841,0.0,0.0,0.06344322344322344,0.06207570207570207,0.015384615384615385,0.046153846153846156,0.04761904761904679,inf,0.9967845659163987,0.13504823151125403,0.9372990353697749,0.07877813504823152,0.5369774919614148
152,iat_mean,65,0.9296620046620047,0.8861451048951049,0.06430709808963253,0.7319027698664822,0.3863206211071613,0.33573672298876955,0.12307692307692308,0.5384615384615384,0.092036129062048,0.705002882464562,0.5080385852090032,0.6141479099678456,0.2765273311897106,0.7459807073954984,0.5361736334405145
153,pps_w5_std,65,0.9292395104895105,0.8912587412587413,0.06804000336945375,0.4714857230040931,0.3860646156585889,0.32128424584668397,0.13846153846153847,0.5384615384615384,0.11594352480010932,0.8513802035413519,0.5401929260450161,0.5787781350482315,0.572347266881029,0.4533762057877814,0.5361736334405145
154,global_packet_count_75,65,0.9460218372023569,0.9175462750497171,0.060258205505888396,0.8329787234042556,0.3610608103102335,0.30039701039701044,0.09230769230769231,0.5538461538461539,0.10803967308110692,0.8400546351433682,0.9003215434083601,0.5273311897106109,0.24758842443729903,0.4694533762057878,0.5361736334405145
155,tam_1s_in_max,65,0.9153441165853744,0.8671365354601875,0.0744955516900528,0.4991884580703337,0.33398653315571664,0.2533427128962547,0.06153846153846154,0.4153846153846154,0.11956653179884956,0.7107148254495996,0.4340836012861736,0.4565916398713826,0.5176848874598071,0.7363344051446945,0.5361736334405145
156,cumul_interp_out_pct_increasing,65,1.0,1.0,0.0,0.0,0.05335775335775336,0.05335775335775336,0.0,0.046153846153846156,0.0,inf,1.0,0.1189710610932476,0.9372990353697749,0.07877813504823152,0.5337620578778135
157,tam_3s_out_std,65,0.9235868298368297,0.8799825174825175,0.07979218760267892,0.44858152134297646,0.3253950651747362,0.24975045208923521,0.06153846153846154,0.4461538461538462,0.149709825439566,0.7743106887911223,0.45980707395498394,0.4405144694533762,0.6720257234726688,0.5466237942122186,0.5297427652733119
158,tam_3s_in_std,65,0.9237470862470861,0.8768793706293706,0.05883203150007077,0.49780671694828066,0.3962601410202562,0.3367655746762667,0.13846153846153847,0.5076923076923077,0.10812529058063547,0.8011134362041861,0.45016077170418006,0.6237942122186495,0.5273311897106109,0.5144694533762058,0.5289389067524115
159,pps_w1_mean,65,0.9296620046620045,0.8860576923076922,0.0662191220973119,0.5152064658311348,0.3795533548291447,0.31739232206539897,0.13846153846153847,0.5538461538461539,0.11634467958778201,0.7478565569362798,0.5016077170418006,0.572347266881029,0.4565916398713826,0.5852090032154341,0.5289389067524115
160,iat_mean_out,65,0.935154428904429,0.8958916083916084,0.06672654239262617,0.8145538740710485,0.3720580737337183,0.3129110419495034,0.06153846153846154,0.5692307692307692,0.0997415282301935,0.7214478208854382,0.5852090032154341,0.5594855305466238,0.2572347266881029,0.7041800643086816,0.5265273311897106
161,mean_time_between_bursts,65,0.9269085081585081,0.8801573426573426,0.06454052589008318,0.737737862643439,0.3984238802642896,0.3357634828135658,0.12307692307692308,0.5538461538461539,0.08632837547135495,0.7063643341911637,0.4630225080385852,0.617363344051447,0.2733118971061093,0.7395498392282959,0.5233118971061094
162,pps_w2_mean,65,0.928583916083916,0.8827797202797202,0.05905704496351729,0.544055320089921,0.41241297594461007,0.3406837726169114,0.18461538461538463,0.5230769230769231,0.1094672351609074,0.7617944517997244,0.4758842443729904,0.6366559485530546,0.40192926045016075,0.572347266881029,0.5217041800643087
163,times_median,65,0.9335081585081585,0.9096590909090909,0.20289599868219121,0.4396920263638201,0.19897969968895057,0.13353036852084846,0.03076923076923077,0.15384615384615385,0.29880932626845724,0.8776570615049611,0.752411575562701,0.19292604501607716,0.7009646302250804,0.4340836012861736,0.520096463022508
164,ratio_in_bursts_total,65,0.9049226585866089,0.8957548904401373,0.014039988030591331,0.5215454126460888,0.3817822962626473,0.354519851565037,0.23076923076923078,0.4461538461538462,0.014691558872608814,1.0,0.5787781350482315,0.6527331189710611,0.44694533762057875,0.39228295819935693,0.517684887459807
165,ratio_out_bursts_total,65,0.9049226585866089,0.8957548904401373,0.014039988030594535,0.5215454126461886,0.3817822962626473,0.354519851565037,0.23076923076923078,0.4461538461538462,0.014691558872505233,1.0,0.5787781350482315,0.6527331189710611,0.4437299035369775,0.39228295819935693,0.5168810289389068
166,pps_w2_std,65,0.9147727272727272,0.8667395104895105,0.08067735799385659,0.48245626128089625,0.3635470072613292,0.3323479122522049,0.15384615384615385,0.46153846153846156,0.14281138491577375,0.8313935469105044,0.43086816720257237,0.5980707395498392,0.5562700964630225,0.48231511254019294,0.5168810289389068
167,ratio_out_in_bursts,65,0.9049226585866089,0.8957548904401373,0.014052772633372465,0.5215883752973897,0.3817822962626473,0.354519851565037,0.23076923076923078,0.4461538461538462,0.014700777050513342,1.0,0.5787781350482315,0.6527331189710611,0.4405144694533762,0.39228295819935693,0.5160771704180064
168,ngrams_4_topk_cumfrac,65,0.8744318181818181,0.8069493006993007,0.09804361604157409,0.44263295441863215,0.3306978963007204,0.3170388116182721,0.12307692307692308,0.47692307692307695,0.13141188416731503,0.8656175659134555,0.3311897106109325,0.5691318327974276,0.6913183279742765,0.4437299035369775,0.5088424437299035
169,bytes_first25pct,65,0.9288170163170163,0.8890734265734267,0.03517929310068895,0.7166846315486616,0.4610066462523743,0.3876063824767417,0.2153846153846154,0.5846153846153846,0.05112946520744002,0.8177207160287991,0.5273311897106109,0.7202572347266881,0.2861736334405145,0.4983922829581994,0.5080385852090032
170,burst_durations_kurtosis,65,0.9383449883449883,0.8968531468531468,0.08557435874718373,0.5788754944133883,0.3376854640968805,0.30516714636831294,0.12307692307692308,0.47692307692307695,0.1339670605377358,0.7759787978505842,0.5916398713826366,0.5401929260450161,0.3536977491961415,0.5369774919614148,0.5056270096463023
171,ngrams_2_entropy,65,0.8854895104895104,0.8134178321678321,0.06282219995103333,0.46465452511810446,0.4060913426668187,0.3500309401615182,0.18461538461538463,0.5384615384615384,0.08615161254039383,0.8757493117146953,0.3440514469453376,0.6463022508038585,0.5852090032154341,0.4405144694533762,0.5040192926045016
172,times_mean,65,0.9394522144522144,0.9087412587412587,0.18356908118877846,0.4844419122068063,0.2024426803753366,0.13454236117045357,0.015384615384615385,0.2,0.2762235853413159,0.7912271453226837,0.7427652733118971,0.19935691318327975,0.5466237942122186,0.5241157556270096,0.5032154340836013
173,pps_w2_max,65,0.919921035570416,0.874385366813086,0.06859949715937262,0.4546500099147333,0.31294875876799566,0.2369912108467995,0.06153846153846154,0.46153846153846156,0.13879312776764252,0.8168985157185381,0.4437299035369775,0.42443729903536975,0.6334405144694534,0.5016077170418006,0.5008038585209003
174,cumul_interp_in_kurtosis,65,0.8763111888111887,0.7994318181818182,0.08893898616073574,0.5611962782598866,0.29107302443621824,0.2508678493497153,0.07692307692307693,0.46153846153846156,0.1420560157282757,0.6822803672397034,0.31189710610932475,0.44694533762057875,0.37942122186495175,0.8327974276527331,0.4927652733118971
175,pps_w1_std,65,0.9110868298368299,0.858479020979021,0.08059050969245295,0.5762935608819939,0.3477105556621009,0.3137730007467616,0.15384615384615385,0.47692307692307695,0.13796820649545774,0.7414165020775725,0.40192926045016075,0.5659163987138264,0.35691318327974275,0.6205787781350482,0.48633440514469456
176,burst_durations_mean,65,0.9278554778554778,0.8822552447552446,0.09812298626400574,0.9311271673559548,0.35027065112049843,0.2907679267326219,0.1076923076923077,0.49230769230769234,0.12851083129101884,0.7132503965063247,0.4694533762057878,0.5176848874598071,0.21864951768488747,0.7331189710610932,0.48472668810289393
177,concentration_25pct,65,0.9269522144522145,0.8842220279720279,0.039386473164204544,0.7097316654295791,0.464823469397803,0.37215883598494276,0.18461538461538463,0.6153846153846154,0.05359144534369723,0.848358936942551,0.48231511254019294,0.7041800643086816,0.28938906752411575,0.4565916398713826,0.48311897106109325
178,tam_2s_out_std,65,0.9153700466200466,0.8707167832167833,0.09747834566632624,0.5791259782824807,0.32250026437982954,0.27028362774952963,0.1076923076923077,0.4153846153846154,0.17465983821567552,0.7558453444463048,0.43729903536977494,0.4983922829581994,0.3504823151125402,0.5755627009646302,0.4654340836012862
179,tam_2s_out_max,65,0.9225212791718018,0.8789405247637275,0.08333097693073416,0.4986761381982565,0.29972027892338615,0.22115900976158653,0.03076923076923077,0.4,0.15527005751311204,0.833998258268392,0.4565916398713826,0.40514469453376206,0.5209003215434084,0.4758842443729904,0.4646302250803859
180,mean_burst_size_in,65,0.8933566433566433,0.8276223776223777,0.09488528211707388,0.5024345697713231,0.33509896438174014,0.2732050014780244,0.07692307692307693,0.46153846153846156,0.12848101673536264,0.8481762460355408,0.3729903536977492,0.5048231511254019,0.5144694533762058,0.45980707395498394,0.4630225080385852
181,sizes_kurtosis,65,0.9238636363636363,0.8929195804195803,0.1303519589162618,0.6656394695256156,0.2870530113549019,0.2695353782249867,0.12307692307692308,0.38461538461538464,0.19637997043232644,0.8324243482292633,0.5562700964630225,0.49517684887459806,0.3086816720257235,0.4790996784565916,0.4598070739549839
182,cumul_in_kurtosis,65,0.8782488344988345,0.8036713286713287,0.0969170737473024,0.5801949008085732,0.28778587133461386,0.25735187535596216,0.06153846153846154,0.47692307692307695,0.15299855725613407,0.7337741524846526,0.3247588424437299,0.4630225080385852,0.34726688102893893,0.639871382636656,0.4437299035369775
183,global_packet_count_25,65,0.9362091316197191,0.9268988015327904,0.222637237843186,0.8053691275167785,0.17396952978775157,0.12797475021360924,0.0,0.13846153846153847,0.350956634124951,1.0461538461538462,0.9196141479099679,0.1832797427652733,0.26366559485530544,0.37942122186495175,0.4364951768488746
184,sizes_median,65,0.9319842637660326,0.8979763956490489,0.0,0.0,0.05593491488617309,0.053598014888337465,0.0,0.046153846153846156,0.0,inf,0.5964630225080386,0.12379421221864952,0.9372990353697749,0.07877813504823152,0.4340836012861736
185,sizes_p50,65,0.9319842637660326,0.8979763956490489,0.0,0.0,0.05593491488617309,0.053598014888337465,0.0,0.046153846153846156,0.0,inf,0.5964630225080386,0.12379421221864952,0.9372990353697749,0.07877813504823152,0.4340836012861736
186,tam_1s_out_std,65,0.9095134032634031,0.859090909090909,0.09347706800034213,0.5988405137799274,0.315143105637035,0.260777437357094,0.09230769230769231,0.4307692307692308,0.16010680226077154,0.790556843335439,0.40514469453376206,0.4662379421221865,0.3311897106109325,0.5273311897106109,0.432475884244373
187,burst_durations_std,65,0.9274621212121211,0.891520979020979,0.173160140064756,0.6105990097380827,0.23585117937886957,0.21698057334719414,0.07692307692307693,0.3076923076923077,0.25286865959325083,0.8780323741359704,0.5482315112540193,0.37942122186495175,0.3247588424437299,0.43086816720257237,0.42081993569131837
188,pps_w10_std,65,0.931031368251929,0.8913642871538472,0.10500641522474889,0.8104446833567357,0.3050707238669092,0.25139383554011707,0.1076923076923077,0.38461538461538464,0.16793184285806873,0.8914149297045313,0.5434083601286174,0.4533762057877814,0.2604501607717042,0.4180064308681672,0.41881028938906756
189,iat_std_in,65,0.9259615384615385,0.8941433566433566,0.16584755535394832,0.6386917042357035,0.2529184800346351,0.20788244929198763,0.06153846153846154,0.3076923076923077,0.21582824950036691,0.8890990288237096,0.5691318327974276,0.3633440514469453,0.3183279742765273,0.4212218649517685,0.4180064308681672
190,ngrams_3_topk_cumfrac,65,0.8898018648018647,0.8095279720279721,0.09081824908260837,0.5920988756989478,0.3798337864752807,0.32817920331028544,0.15384615384615385,0.5076923076923077,0.12859714171819467,0.9879758872836585,0.33762057877813506,0.5852090032154341,0.33762057877813506,0.40192926045016075,0.41559485530546625
191,ngrams_2_top4_frac,65,0.895119463869464,0.8265734265734266,0.10220101740563352,0.5925462334829971,0.33319177647996695,0.2797863512945522,0.12307692307692308,0.4,0.14141748048345262,0.8863898214496247,0.36977491961414793,0.5080385852090032,0.33440514469453375,0.42765273311897106,0.409967845659164
192,pps_w1_max,65,0.9140005827505826,0.8654283216783216,0.09156747071256072,0.5660467497014162,0.28201089685335623,0.22039875354155677,0.06153846153846154,0.38461538461538464,0.15650729999813917,0.8888987397917252,0.42443729903536975,0.40192926045016075,0.3665594855305466,0.42443729903536975,0.4043408360128617
193,burst_histogram_gt10,65,0.9345304810347295,0.9046666334482428,0.0,0.6666666666666666,0.14911577805728685,0.14231144122121733,0.015384615384615385,0.12307692307692308,0.0,1.0,0.6752411575562701,0.21543408360128619,0.3054662379421222,0.39228295819935693,0.39710610932475887
194,times_std,65,0.9071532634032634,0.8768356643356644,0.13827917783081767,0.6628437918604666,0.25340201612438706,0.22802507532115773,0.07692307692307693,0.35384615384615387,0.2118572011083358,0.9353492005573852,0.44694533762057875,0.4115755627009646,0.31189710610932475,0.40514469453376206,0.3938906752411575
195,tam_1s_out_max,65,0.9144736200781907,0.8663024475524477,0.11603774026412272,0.5874505370265688,0.25271969406811606,0.18423578673031024,0.046153846153846156,0.2923076923076923,0.1852376931363892,0.8378269617706239,0.42765273311897106,0.3215434083601286,0.3440514469453376,0.47266881028938906,0.3914790996784566
196,burst_durations_var,65,0.9274621212121211,0.891520979020979,0.14886290981828193,0.9655003150535343,0.23164486569612686,0.21063565227883796,0.06153846153846154,0.2923076923076923,0.24596274501591386,1.0403558405552777,0.5482315112540193,0.3665594855305466,0.21543408360128619,0.38263665594855306,0.37821543408360125
197,iat_size_p90,65,0.8993298368298369,0.8413024475524475,0.10158611445403769,0.9744974777442758,0.32253748507828095,0.2653527101316,0.1076923076923077,0.4307692307692308,0.1480804607295587,0.929398851943467,0.39228295819935693,0.4855305466237942,0.2057877813504823,0.4115755627009646,0.3737942122186495
198,sizes_p75,65,0.8819221154978557,0.8228831732467837,0.0,0.0,0.04591095692057231,0.03822115384615385,0.0,0.015384615384615385,0.7525053905714006,inf,0.3633440514469453,0.10932475884244373,0.9372990353697749,0.07877813504823152,0.3721864951768489
199,ngrams_3_entropy,65,0.8879807692307692,0.8146853146853147,0.14273292922573363,0.6803347515681964,0.2734205732631339,0.22168681449957992,0.09230769230769231,0.2923076923076923,0.20383411156156242,1.0628241919087162,0.3504823151125402,0.40836012861736337,0.2990353697749196,0.3762057877813505,0.3585209003215434
200,concentration_10pct,65,0.8945512820512821,0.8350524475524476,0.10635645881870859,0.8274171329122982,0.3017633895205411,0.24945366851560044,0.07692307692307693,0.4153846153846154,0.17445491677594815,1.136295214922722,0.37942122186495175,0.43729903536977494,0.2508038585209003,0.3633440514469453,0.35771704180064307
201,burst_durations_prop_gt_2s,65,0.7791135290091514,0.7614890172136202,0.0,0.0,0.061508373928332326,0.05640618855848894,0.015384615384615385,0.046153846153846156,0.3715944804568058,inf,0.2829581993569132,0.13183279742765272,0.9372990353697749,0.07877813504823152,0.35771704180064307
202,ngrams_3_top5_frac,65,0.8409965034965036,0.7510489510489511,0.11908815503442065,0.7210736235871461,0.3193460984144203,0.2969024195460621,0.1076923076923077,0.4461538461538462,0.14676672547228753,1.2229937194447573,0.2733118971061093,0.5241157556270096,0.2829581993569132,0.33440514469453375,0.3536977491961415
203,burst_durations_p90,65,0.8714889277389277,0.8082167832167833,0.13277844595379704,0.9177509578453039,0.2608754226798956,0.2186370072354213,0.07692307692307693,0.3230769230769231,0.19645783389957194,0.8451369607485867,0.33440514469453375,0.39228295819935693,0.22186495176848875,0.4630225080385852,0.3528938906752412
204,ngrams_4_entropy,65,0.8788461538461538,0.7951923076923076,0.13117206335513565,0.7254215163104334,0.2813508552496343,0.2501175627708404,0.1076923076923077,0.2923076923076923,0.20021905999813883,1.100061129009656,0.3086816720257235,0.4437299035369775,0.2797427652733119,0.3729903536977492,0.35128617363344056
