context_days,skipped_train_dates,ltd_accuracy,ltd_macro_f1,ltd_top5_accuracy,ltd_mrr,ltd_mean_true_rank,fusion_accuracy,fusion_macro_f1,fusion_top5_accuracy,fusion_mrr,fusion_mean_true_rank
1,7,0.5852678571428571,0.5652478882868057,0.8811011904761905,0.7145365519364567,3.934672619047619,0.7418650793650794,0.7325291908346042,0.9244543650793651,0.8236414748850758,2.9166666666666665
3,7,0.6230654761904761,0.6087590729304224,0.894890873015873,0.7415808354308207,3.7359623015873016,0.7441468253968254,0.7344316630768186,0.9221230158730159,0.8237507402823152,2.9634920634920636
5,7,0.6437996031746032,0.6259690917200287,0.901140873015873,0.756640721033059,3.6037202380952382,0.746031746031746,0.7353918978121747,0.9248015873015873,0.8260335646447896,2.8868055555555556
7,7,0.6490575396825397,0.6358061966019541,0.8975198412698413,0.759115591271928,3.6949404761904763,0.7450892857142857,0.7349760641734705,0.9208829365079365,0.8242977453513908,2.9680555555555554
