fold,n_queries,xgb_accuracy,xgb_macro_f1,xgb_top5,xgb_mrr,ltd_accuracy,ltd_macro_f1,ltd_top5,ltd_mrr,both_correct_n,xgb_only_correct_n,ltd_only_correct_n,both_wrong_n,oracle_union_accuracy,oracle_gain_vs_xgb,rescue_rate_given_xgb_wrong,ltd_rank_better_given_xgb_wrong,mean_rank_gain_given_xgb_wrong,mean_top5_jaccard,xgb_fit_seconds
A_EARLY_TO_MIDDLE,20160,0.736904761904762,0.7311043494324135,0.9327876984126984,0.8223490763797722,0.6490575396825397,0.6358061966019541,0.8975198412698413,0.759115591271928,11487,3369,1598,3706,0.8161706349206349,0.07926587301587296,0.30128205128205127,0.46945701357466063,-1.4475867269984917,0.5011160373687744,9.534001598018222
B_EARLY_MIDDLE_TO_LATE,18658,0.7674455997427377,0.7535503855279174,0.9510129703076429,0.8463156212067411,0.7158323507342694,0.6979014442331319,0.9583020688176653,0.8175833973571651,11918,2401,1438,2901,0.844517097223711,0.0770714974809733,0.3314127679188753,0.5946070523162019,1.0145194745333026,0.5129653811454773,17.129803122021258
