model,worst_fold_macro_f1,mean_macro_f1,worst_fold_accuracy,mean_accuracy,worst_fold_top5,mean_top5,worst_fold_mrr,mean_mrr
base_mlp,0.6060989665777354,0.6374694322781047,0.6155753968253969,0.6484279956935788,0.8890211640211639,0.910646645182769,0.7352556924124573,0.7626656648042544
ltd_temporal_pair,0.5974318998177157,0.6307656755496898,0.61073082010582,0.6463898142405686,0.8919642857142858,0.9219352639490783,0.7334856363252014,0.7648982408744434
