selected_context_days,ltd_accuracy,ltd_macro_f1,ltd_top5_accuracy,ltd_mrr,ltd_mean_true_rank,fusion_accuracy,fusion_macro_f1,fusion_top5_accuracy,fusion_mrr,fusion_mean_true_rank
5,0.7152963876085325,0.6988125941218016,0.9572301425661914,0.8172153776601012,1.8050702111694716,0.7979954979097438,0.783428885514458,0.9693429092078465,0.8701053324025053,1.5509164969450102
