fold,seed,train_loss,n_train_queries,n_train_context_dates,accuracy,macro_f1,top5_accuracy,mrr,mean_true_rank
A_EARLY_TO_MIDDLE,11,0.8085009759619127,9976,7,0.5685515873015873,0.5551270783094586,0.8851686507936508,0.706238877350278,3.820089285714286
A_EARLY_TO_MIDDLE,42,0.7887962491168627,9976,7,0.5332837301587302,0.5181865673943089,0.8761904761904762,0.6810237870745934,4.059176587301588
A_EARLY_TO_MIDDLE,73,0.7821712208599593,9976,7,0.5933035714285714,0.5735157181667575,0.890625,0.723549897924518,3.6683035714285714
B_EARLY_MIDDLE_TO_LATE,11,0.6684552330977647,30136,21,0.665666202165291,0.6490877431294777,0.9468324579268946,0.7845373246242332,1.9770607782184586
B_EARLY_MIDDLE_TO_LATE,42,0.6511823003891611,30136,21,0.6209132811662558,0.5953807971204904,0.9404009004180512,0.756981874434155,2.081305606174295
B_EARLY_MIDDLE_TO_LATE,73,0.6633727027166102,30136,21,0.6574659663415157,0.6372879869534623,0.9356308285989924,0.7758866263256856,2.0615821631471754
