track,variant,date,n,accuracy,macro_f1,top5_accuracy,mrr,mean_true_rank
HISTORICAL_FINAL,MICRO,2026-04-06,1318,0.22458270106221548,0.20256905128600283,0.5326251896813353,0.3644320854727763,15.16236722306525
HISTORICAL_FINAL,MICRO,2026-04-07,516,0.20155038759689922,0.18587852336770877,0.5038759689922481,0.3411264442755745,15.939922480620154
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-23,136,0.2426470588235294,0.08721167721167722,0.6985294117647058,0.4399939770281963,5.757352941176471
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-24,445,0.27640449438202247,0.09864352874878331,0.6112359550561798,0.4324749959711805,7.296629213483146
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-25,882,0.2698412698412698,0.24187330260427392,0.6405895691609977,0.43775988820432715,6.763038548752834
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-26,1412,0.2953257790368272,0.27388171717121346,0.6912181303116147,0.4671505708050729,5.995750708215297
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-27,1408,0.31392045454545453,0.28293438174528485,0.7017045454545454,0.4842929342530429,5.862215909090909
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-28,1319,0.3199393479909022,0.28572528943353925,0.7134192570128886,0.49637856391526447,5.56937073540561
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-29,1397,0.3185397279885469,0.2929738167073666,0.7236936292054402,0.49622077140899007,5.596277738010022
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-30,1340,0.29253731343283584,0.26117278376714786,0.6888059701492537,0.47029322360775755,5.856716417910448
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-03-31,1364,0.32111436950146627,0.29367833431175866,0.7038123167155426,0.49169787303921464,5.584310850439882
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-01,1427,0.3328661527680449,0.3050597397074934,0.6986685353889278,0.49891946418997735,5.857743517869657
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-02,1414,0.33663366336633666,0.30449353414202923,0.7072135785007072,0.4987468862347353,5.647807637906648
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-03,1391,0.3213515456506111,0.286915374786421,0.6743350107836089,0.4828206007006418,6.1610352264557875
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-04,1344,0.29910714285714285,0.2673418261981739,0.6845238095238095,0.47071233428151676,6.1867559523809526
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-05,1430,0.2972027972027972,0.26642819811930757,0.6636363636363637,0.4619159165856503,6.248951048951049
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-06,1318,0.3103186646433991,0.2770912622503052,0.6699544764795144,0.4743332690210755,6.377845220030349
HISTORICAL_FINAL,MICRO_XGB_OUTER55,2026-04-07,516,0.31589147286821706,0.2752666962666437,0.6608527131782945,0.4751251504561923,6.397286821705427
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-23,136,0.22794117647058823,0.07664067958185605,0.5,0.35295334553206736,11.573529411764707
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-24,445,0.18202247191011237,0.05969512860996378,0.4067415730337079,0.29458106362416675,13.546067415730336
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-25,882,0.21315192743764172,0.19465382397066291,0.4977324263038549,0.3467524534053582,11.729024943310657
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-26,1412,0.24291784702549576,0.22013641038885692,0.5474504249291785,0.3803944840565372,10.59915014164306
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-27,1408,0.24857954545454544,0.2246790336660961,0.5433238636363636,0.38703744548731417,10.142045454545455
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-28,1319,0.2721758908263836,0.24898937458616408,0.577710386656558,0.4103709955902946,9.367702805155421
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-29,1397,0.2712956335003579,0.25496693837178647,0.5654974946313529,0.4100049450568113,9.879742304939155
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-30,1340,0.23507462686567165,0.21326528345150947,0.5291044776119403,0.375696930238722,10.6
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-03-31,1364,0.2697947214076246,0.2508785375339577,0.5674486803519062,0.4034895855927196,9.864369501466276
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-01,1427,0.2578836720392432,0.23065053621627474,0.5494043447792571,0.3935516410448366,10.347582340574633
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-02,1414,0.2652050919377652,0.24491131223654428,0.5678925035360679,0.4061677474125365,9.335219236209335
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-03,1391,0.2537742631200575,0.22951770541730804,0.5298346513299784,0.384936113102346,10.790797987059669
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-04,1344,0.24925595238095238,0.2201562909231471,0.5297619047619048,0.3829788955039524,10.794642857142858
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-05,1430,0.23566433566433567,0.21854108866878438,0.5188811188811189,0.36878432672097416,11.209090909090909
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-06,1318,0.2321699544764795,0.2119372902456694,0.5106221547799696,0.37007599476265873,10.85432473444613
