track,date,model,n,accuracy,macro_f1,top5_accuracy,mrr,mean_true_rank
DEV_FROZEN,2026-03-31,MACRO_XGB,1364,0.24560117302052786,0.20612891438056455,0.6224340175953079,0.4180791574149606,6.81524926686217
DEV_FROZEN,2026-03-31,MACRO_LTD,1364,0.1158357771260997,0.08192154801707976,0.32697947214076245,0.23427860801914663,15.078445747800586
DEV_FROZEN,2026-03-31,MACRO_LTD_FINAL,1364,0.2155425219941349,0.1801109803324374,0.5894428152492669,0.38506774041433456,7.543255131964809
DEV_FROZEN,2026-03-31,LTD_HYBRID_FINAL,1364,0.5087976539589443,0.5066539215580764,0.8203812316715543,0.6405013903265118,4.439149560117302
DEV_FROZEN,2026-04-01,MICRO_FINAL,1427,0.44639103013314646,0.4456009685603798,0.7358093903293623,0.5731079532833264,7.945339873861247
DEV_FROZEN,2026-04-01,MACRO_XGB,1427,0.2347582340574632,0.1927341452043269,0.6131744919411353,0.40450954559025615,6.9292221443587945
DEV_FROZEN,2026-04-01,MACRO_LTD,1427,0.12193412754029433,0.0911050885455286,0.3286615276804485,0.24080034502792308,14.798878766643307
DEV_FROZEN,2026-04-01,MACRO_LTD_FINAL,1427,0.2263489838822705,0.17855726954169845,0.5872459705676244,0.3895650712262712,7.49614576033637
DEV_FROZEN,2026-04-01,LTD_HYBRID_FINAL,1427,0.5164681149264191,0.5043831244356308,0.8037841625788367,0.6445264476770785,4.276103714085494
DEV_FROZEN,2026-04-02,MICRO_FINAL,1414,0.45544554455445546,0.4517875106007231,0.7461103253182461,0.5872493507360418,7.496463932107496
DEV_FROZEN,2026-04-02,MACRO_XGB,1414,0.24045261669024046,0.19846391899548002,0.5933521923620934,0.40864825221275564,6.754596888260255
DEV_FROZEN,2026-04-02,MACRO_LTD,1414,0.11173974540311174,0.0808509994821951,0.3352192362093352,0.23636840839236872,14.055869872701557
DEV_FROZEN,2026-04-02,MACRO_LTD_FINAL,1414,0.23974540311173975,0.199938805855282,0.5975954738330976,0.4019133436130549,7.074257425742574
DEV_FROZEN,2026-04-02,LTD_HYBRID_FINAL,1414,0.5254596888260255,0.5128463507204796,0.830975954738331,0.6595643101178875,3.9193776520509194
DEV_FROZEN,2026-04-03,MICRO_FINAL,1391,0.4227174694464414,0.4356066075019727,0.7081236520488857,0.5542197494807486,8.780733285406182
DEV_FROZEN,2026-04-03,MACRO_XGB,1391,0.2358015815959741,0.19422607952568216,0.586628324946082,0.4003002141844142,7.130122214234364
DEV_FROZEN,2026-04-03,MACRO_LTD,1391,0.102803738317757,0.06696690762204335,0.32925952552120774,0.2245252713019313,15.121495327102803
DEV_FROZEN,2026-04-03,MACRO_LTD_FINAL,1391,0.22358015815959742,0.18241000703309534,0.5722501797268152,0.38598234472588966,7.6671459381739755
DEV_FROZEN,2026-04-03,LTD_HYBRID_FINAL,1391,0.4867002156721783,0.48261801903980617,0.8023005032350827,0.6261131265186799,4.716750539180445
DEV_FROZEN,2026-04-04,MICRO_FINAL,1344,0.41592261904761907,0.42312596185414825,0.7113095238095238,0.546915920663042,8.867559523809524
DEV_FROZEN,2026-04-04,MACRO_XGB,1344,0.23288690476190477,0.18438012847916818,0.5989583333333334,0.39940728776678047,7.2023809523809526
DEV_FROZEN,2026-04-04,MACRO_LTD,1344,0.10788690476190477,0.07401354036089874,0.3229166666666667,0.2267902279340457,15.311755952380953
DEV_FROZEN,2026-04-04,MACRO_LTD_FINAL,1344,0.21354166666666666,0.1691790175295979,0.5729166666666666,0.37897149843698924,7.7961309523809526
DEV_FROZEN,2026-04-04,LTD_HYBRID_FINAL,1344,0.4732142857142857,0.4685735343451164,0.7901785714285714,0.6129896217110332,4.859375
DEV_FROZEN,2026-04-05,MICRO_FINAL,1430,0.393006993006993,0.40168222628978745,0.6853146853146853,0.5229871507314335,10.125174825174826
DEV_FROZEN,2026-04-05,MACRO_XGB,1430,0.22377622377622378,0.17996620981652986,0.5986013986013986,0.39656971440403194,7.073426573426573
DEV_FROZEN,2026-04-05,MACRO_LTD,1430,0.11048951048951049,0.07885714012660257,0.32167832167832167,0.22618669066060554,15.626573426573426
DEV_FROZEN,2026-04-05,MACRO_LTD_FINAL,1430,0.2083916083916084,0.16258883927110582,0.5594405594405595,0.37170256842865185,7.7734265734265735
DEV_FROZEN,2026-04-05,LTD_HYBRID_FINAL,1430,0.45454545454545453,0.4498587746944782,0.7748251748251749,0.5938312629079802,4.9937062937062935
DEV_FROZEN,2026-04-06,MICRO_FINAL,1318,0.4271623672230653,0.4211379140747333,0.708649468892261,0.551642735837427,8.93019726858877
DEV_FROZEN,2026-04-06,MACRO_XGB,1318,0.2306525037936267,0.1863253118211475,0.5895295902883156,0.3980072466524845,7.488619119878604
DEV_FROZEN,2026-04-06,MACRO_LTD,1318,0.1054628224582701,0.0639381051701858,0.2898330804248862,0.21775698407181587,16.159332321699544
DEV_FROZEN,2026-04-06,MACRO_LTD_FINAL,1318,0.2283763277693475,0.1758065210044597,0.547040971168437,0.3791389480180188,8.301972685887709
DEV_FROZEN,2026-04-06,LTD_HYBRID_FINAL,1318,0.4992412746585736,0.4868753553819081,0.7883156297420334,0.6253218029283336,4.98103186646434
DEV_FROZEN,2026-04-07,MICRO_FINAL,516,0.3856589147286822,0.38101991387065404,0.7073643410852714,0.5286924035427566,9.674418604651162
DEV_FROZEN,2026-04-07,MACRO_XGB,516,0.24224806201550386,0.19154714534371586,0.6046511627906976,0.4063847966634519,7.182170542635659
DEV_FROZEN,2026-04-07,MACRO_LTD,516,0.0872093023255814,0.05190923160169856,0.28294573643410853,0.20064987416274208,17.372093023255815
DEV_FROZEN,2026-04-07,MACRO_LTD_FINAL,516,0.20930232558139536,0.16285781274900715,0.563953488372093,0.3683977240994203,8.05232558139535
DEV_FROZEN,2026-04-07,LTD_HYBRID_FINAL,516,0.46124031007751937,0.44645839497235457,0.7616279069767442,0.5983148684804709,5.158914728682171
HISTORICAL_FINAL,2026-03-23,MICRO_FINAL,136,0.15441176470588236,0.05019047619047619,0.47058823529411764,0.29143495110474354,15.617647058823529
HISTORICAL_FINAL,2026-03-23,MACRO_XGB,136,0.23529411764705882,0.09021035494719706,0.6617647058823529,0.4242357187980684,5.654411764705882
HISTORICAL_FINAL,2026-03-23,MACRO_LTD,136,0.11764705882352941,0.03905575905575906,0.36764705882352944,0.24618418871697004,14.419117647058824
HISTORICAL_FINAL,2026-03-23,MACRO_LTD_FINAL,136,0.2426470588235294,0.07798482563188446,0.6544117647058824,0.4182487732566692,6.301470588235294
HISTORICAL_FINAL,2026-03-23,LTD_HYBRID_FINAL,136,0.25,0.09268649425850238,0.6985294117647058,0.43624710047469434,6.382352941176471
HISTORICAL_FINAL,2026-03-24,MICRO_FINAL,445,0.15730337078651685,0.052327070260378326,0.44269662921348313,0.2963882541995985,16.34606741573034
HISTORICAL_FINAL,2026-03-24,MACRO_XGB,445,0.2292134831460674,0.0878403497205019,0.5820224719101124,0.3857145508149919,7.480898876404495
HISTORICAL_FINAL,2026-03-24,MACRO_LTD,445,0.0898876404494382,0.0241640656539442,0.28314606741573034,0.1995039633670885,17.186516853932584
HISTORICAL_FINAL,2026-03-24,MACRO_LTD_FINAL,445,0.19101123595505617,0.06234714689110829,0.5258426966292135,0.335187874968798,8.880898876404494
HISTORICAL_FINAL,2026-03-24,LTD_HYBRID_FINAL,445,0.24269662921348314,0.08328095146668324,0.5842696629213483,0.4022637668447789,8.112359550561798
HISTORICAL_FINAL,2026-03-25,MICRO_FINAL,882,0.1893424036281179,0.17964181764938916,0.46485260770975056,0.32207604932157996,16.148526077097507
HISTORICAL_FINAL,2026-03-25,MACRO_XGB,882,0.22448979591836735,0.18891484247241258,0.5986394557823129,0.39425289260078283,6.977324263038549
HISTORICAL_FINAL,2026-03-25,MACRO_LTD,882,0.1292517006802721,0.09609185876342168,0.36507936507936506,0.25710245795538206,14.410430839002268
HISTORICAL_FINAL,2026-03-25,MACRO_LTD_FINAL,882,0.23809523809523808,0.21033574051069587,0.5827664399092971,0.3922226804437594,7.573696145124717
HISTORICAL_FINAL,2026-03-25,LTD_HYBRID_FINAL,882,0.26077097505668934,0.24399005987108796,0.6349206349206349,0.42889096010749256,7.250566893424036
HISTORICAL_FINAL,2026-03-26,MICRO_FINAL,1412,0.2075070821529745,0.18643754101781385,0.5035410764872521,0.34641888390170616,15.115439093484419
HISTORICAL_FINAL,2026-03-26,MACRO_XGB,1412,0.22025495750708216,0.19317725609978573,0.6444759206798867,0.4015372940526077,6.491501416430595
HISTORICAL_FINAL,2026-03-26,MACRO_LTD,1412,0.11898016997167139,0.08688418476475328,0.37960339943342775,0.25624814804241725,13.51912181303116
HISTORICAL_FINAL,2026-03-26,MACRO_LTD_FINAL,1412,0.2358356940509915,0.20950860402619534,0.6317280453257791,0.40935240003678214,6.8456090651558075
HISTORICAL_FINAL,2026-03-26,LTD_HYBRID_FINAL,1412,0.29249291784702547,0.27308961290320194,0.6805949008498584,0.4659859335125551,6.429178470254958
HISTORICAL_FINAL,2026-03-27,MICRO_FINAL,1408,0.22230113636363635,0.19309447015278536,0.5390625,0.36541571939620615,14.085227272727273
HISTORICAL_FINAL,2026-03-27,MACRO_XGB,1408,0.23863636363636365,0.21704830164753766,0.6477272727272727,0.41810131607989603,6.3977272727272725
HISTORICAL_FINAL,2026-03-27,MACRO_LTD,1408,0.12002840909090909,0.0850307948270418,0.375,0.2570608001120461,13.279829545454545
HISTORICAL_FINAL,2026-03-27,MACRO_LTD_FINAL,1408,0.23650568181818182,0.20925164181561243,0.6420454545454546,0.4165890393331704,6.629261363636363
HISTORICAL_FINAL,2026-03-27,LTD_HYBRID_FINAL,1408,0.2990056818181818,0.2754721668076938,0.6931818181818182,0.4751103872756677,6.061079545454546
HISTORICAL_FINAL,2026-03-28,MICRO_FINAL,1319,0.23351023502653526,0.2106387091758394,0.5534495830174374,0.3780942421309856,13.323730098559516
HISTORICAL_FINAL,2026-03-28,MACRO_XGB,1319,0.23199393479909022,0.2041921610016458,0.623199393479909,0.4091969133165679,6.388931008339651
HISTORICAL_FINAL,2026-03-28,MACRO_LTD,1319,0.11827141774071266,0.08336914283219071,0.39196360879454134,0.25946559171865335,12.920394238059135
HISTORICAL_FINAL,2026-03-28,MACRO_LTD_FINAL,1319,0.24336618650492797,0.2120674531883387,0.6292645943896892,0.41797751331623456,6.44275966641395
HISTORICAL_FINAL,2026-03-28,LTD_HYBRID_FINAL,1319,0.3252463987869598,0.3024282342792131,0.7210007581501138,0.49802893145213845,5.624715693707354
HISTORICAL_FINAL,2026-03-29,MICRO_FINAL,1397,0.23407301360057264,0.21094700490463486,0.5533285612025769,0.3771626883766553,14.383679312813172
HISTORICAL_FINAL,2026-03-29,MACRO_XGB,1397,0.25984251968503935,0.23005502786200352,0.6413743736578382,0.4299540099284528,6.226914817465999
HISTORICAL_FINAL,2026-03-29,MACRO_LTD,1397,0.13314244810307801,0.10049456453186517,0.39727988546886184,0.26898511861009433,13.085898353614889
HISTORICAL_FINAL,2026-03-29,MACRO_LTD_FINAL,1397,0.2684323550465283,0.24207006476790716,0.6277738010021474,0.4323342389471777,6.556907659269864
HISTORICAL_FINAL,2026-03-29,LTD_HYBRID_FINAL,1397,0.3206871868289191,0.30236325530168656,0.7072297780959198,0.4947093609313378,5.9470293486041514
HISTORICAL_FINAL,2026-03-30,MICRO_FINAL,1340,0.21492537313432836,0.19297143325698454,0.5119402985074627,0.3542823477904628,15.030597014925373
HISTORICAL_FINAL,2026-03-30,MACRO_XGB,1340,0.23582089552238805,0.2038964323139629,0.6380597014925373,0.4149944958624725,6.376865671641791
HISTORICAL_FINAL,2026-03-30,MACRO_LTD,1340,0.12238805970149254,0.07750509523203342,0.3694029850746269,0.25621784693325594,13.811194029850746
HISTORICAL_FINAL,2026-03-30,MACRO_LTD_FINAL,1340,0.23507462686567165,0.19529860143184932,0.6082089552238806,0.4073354372684187,6.793283582089552
HISTORICAL_FINAL,2026-03-30,LTD_HYBRID_FINAL,1340,0.2902985074626866,0.26540017550530226,0.6895522388059702,0.46593991202560203,6.1537313432835825
HISTORICAL_FINAL,2026-03-31,MICRO_FINAL,1364,0.25219941348973607,0.2338169569761313,0.5454545454545454,0.3878781930710653,13.546187683284458
HISTORICAL_FINAL,2026-03-31,MACRO_XGB,1364,0.22580645161290322,0.19859857268375194,0.6363636363636364,0.4093808168454697,6.443548387096774
HISTORICAL_FINAL,2026-03-31,MACRO_LTD,1364,0.1158357771260997,0.0815248337264321,0.3812316715542522,0.2528355185425132,13.395894428152493
HISTORICAL_FINAL,2026-03-31,MACRO_LTD_FINAL,1364,0.23240469208211142,0.20161594192625085,0.6158357771260997,0.40293444475549833,6.956744868035191
HISTORICAL_FINAL,2026-03-31,LTD_HYBRID_FINAL,1364,0.3284457478005865,0.3130221134252,0.7030791788856305,0.49255218508087056,5.928885630498534
HISTORICAL_FINAL,2026-04-01,MICRO_FINAL,1427,0.22564821303433777,0.20430883536380096,0.5459004905395936,0.37105562821431926,14.098808689558515
HISTORICAL_FINAL,2026-04-01,MACRO_XGB,1427,0.22845129642606868,0.20172427984215435,0.6426068675543097,0.4103321279037093,6.492641906096706
HISTORICAL_FINAL,2026-04-01,MACRO_LTD,1427,0.10651716888577435,0.0721120484767121,0.373510861948143,0.24625735250851966,13.545900490539594
HISTORICAL_FINAL,2026-04-01,MACRO_LTD_FINAL,1427,0.23826208829712683,0.20373974496042124,0.6054660126138752,0.4083634825388946,6.8661527680448495
HISTORICAL_FINAL,2026-04-01,LTD_HYBRID_FINAL,1427,0.31674842326559216,0.29699731823578646,0.6944639103013315,0.4852485107711617,6.2032235459004905
HISTORICAL_FINAL,2026-04-02,MICRO_FINAL,1414,0.24823196605374823,0.22306693182450094,0.5438472418670438,0.3851424419395463,13.692362093352193
HISTORICAL_FINAL,2026-04-02,MACRO_XGB,1414,0.24186704384724186,0.2116922959709874,0.6294200848656294,0.41746594000586107,6.280763790664781
HISTORICAL_FINAL,2026-04-02,MACRO_LTD,1414,0.10961810466760961,0.08154905462569895,0.37694483734087697,0.24884777007072365,12.723479490806223
HISTORICAL_FINAL,2026-04-02,MACRO_LTD_FINAL,1414,0.2446958981612447,0.20888569531180928,0.6393210749646393,0.41903283454390317,6.465346534653466
HISTORICAL_FINAL,2026-04-02,LTD_HYBRID_FINAL,1414,0.32248939179632247,0.29778422364299734,0.7050919377652051,0.49574397507501655,5.774398868458275
HISTORICAL_FINAL,2026-04-03,MICRO_FINAL,1391,0.23076923076923078,0.20707467900786328,0.5212077641984184,0.36683279096801935,14.600287562904386
HISTORICAL_FINAL,2026-04-03,MACRO_XGB,1391,0.23867721063982747,0.2038905037393182,0.6117900790797987,0.40827390830846977,6.682242990654205
HISTORICAL_FINAL,2026-04-03,MACRO_LTD,1391,0.10567936736161035,0.0687060432580471,0.35873472322070454,0.2396989609816658,14.1509705248023
HISTORICAL_FINAL,2026-04-03,MACRO_LTD_FINAL,1391,0.2293314162473041,0.20469896781168814,0.5966930265995687,0.3972100032716142,7.03450754852624
HISTORICAL_FINAL,2026-04-03,LTD_HYBRID_FINAL,1391,0.3076923076923077,0.28169538562035307,0.6693026599568656,0.47217790004698157,6.381020848310568
HISTORICAL_FINAL,2026-04-04,MICRO_FINAL,1344,0.21875,0.19812100768632168,0.5252976190476191,0.3597836697852687,14.287946428571429
HISTORICAL_FINAL,2026-04-04,MACRO_XGB,1344,0.23363095238095238,0.2081568545186165,0.640625,0.41288799078818395,6.6882440476190474
HISTORICAL_FINAL,2026-04-04,MACRO_LTD,1344,0.11532738095238096,0.08247983163233262,0.36086309523809523,0.24438624286479715,14.13764880952381
HISTORICAL_FINAL,2026-04-04,MACRO_LTD_FINAL,1344,0.22321428571428573,0.18723335009697079,0.6086309523809523,0.39822604342820744,7.0773809523809526
HISTORICAL_FINAL,2026-04-04,LTD_HYBRID_FINAL,1344,0.28869047619047616,0.26584062718427615,0.6778273809523809,0.462693657933005,6.534226190476191
HISTORICAL_FINAL,2026-04-05,MICRO_FINAL,1430,0.2083916083916084,0.1919391735304414,0.5048951048951049,0.34375910284081285,15.73986013986014
HISTORICAL_FINAL,2026-04-05,MACRO_XGB,1430,0.2202797202797203,0.18906513213250375,0.6167832167832168,0.3962522164459211,6.5762237762237765
HISTORICAL_FINAL,2026-04-05,MACRO_LTD,1430,0.10839160839160839,0.07519769673536118,0.36013986013986016,0.2401873392178675,14.321678321678322
HISTORICAL_FINAL,2026-04-05,MACRO_LTD_FINAL,1430,0.21818181818181817,0.18586062849472634,0.586013986013986,0.38980016284907465,6.965734265734266
HISTORICAL_FINAL,2026-04-05,LTD_HYBRID_FINAL,1430,0.2853146853146853,0.26611916282987835,0.6559440559440559,0.45344712579955876,6.584615384615384
HISTORICAL_FINAL,2026-04-06,MICRO_FINAL,1318,0.22458270106221548,0.20256905128600283,0.5326251896813353,0.3644320854727763,15.16236722306525
HISTORICAL_FINAL,2026-04-06,MACRO_XGB,1318,0.2329286798179059,0.2006163609646493,0.6251896813353566,0.4052103483937992,6.8619119878603945
HISTORICAL_FINAL,2026-04-06,MACRO_LTD,1318,0.11229135053110774,0.0748113513232088,0.3482549317147193,0.2430678831498874,14.293626707132018
HISTORICAL_FINAL,2026-04-06,MACRO_LTD_FINAL,1318,0.24127465857359637,0.2005898196153096,0.6198786039453718,0.4059060707479489,7.141122913505311
HISTORICAL_FINAL,2026-04-06,LTD_HYBRID_FINAL,1318,0.30652503793626706,0.28152164907455307,0.6798179059180577,0.4708964437410546,6.4597875569044
HISTORICAL_FINAL,2026-04-07,MICRO_FINAL,516,0.20155038759689922,0.18587852336770877,0.5038759689922481,0.3411264442755745,15.939922480620154
HISTORICAL_FINAL,2026-04-07,MACRO_XGB,516,0.22674418604651161,0.20101270107302255,0.5891472868217055,0.3969620011803821,6.72093023255814
HISTORICAL_FINAL,2026-04-07,MACRO_LTD,516,0.10077519379844961,0.05882418937060695,0.31007751937984496,0.22180837790329697,15.682170542635658
HISTORICAL_FINAL,2026-04-07,MACRO_LTD_FINAL,516,0.2131782945736434,0.1766316337018266,0.5910852713178295,0.3839638800086887,7.366279069767442
HISTORICAL_FINAL,2026-04-07,LTD_HYBRID_FINAL,516,0.29457364341085274,0.2605524222380658,0.6472868217054264,0.4538351814919953,7.089147286821706
