n,both_correct_n,micro_only_correct_n,macro_only_correct_n,both_wrong_n,top1_union_oracle_accuracy,macro_rescue_rate_given_micro_wrong,micro_rescue_rate_given_macro_wrong,branch_prediction_agreement_rate,hybrid_correct_when_both_branches_wrong_n,hybrid_accuracy,hybrid_gain_over_micro,hybrid_gain_over_macro
14687,11910,2043,437,297,0.979778034996936,0.5953678474114441,0.8730769230769231,0.8154149928508204,71,0.9743991284809695,0.02437529788248105,0.1337237012323823
