seed,train_loss,n_train_queries,n_train_context_dates,fit_seconds
11,0.5755937795828628,63481,45,17.398551105055958
42,0.5730948484156515,63481,45,17.4138105600141
73,0.5763600663004859,63481,45,13.553031090996228
