policy,window,n,ltd_accuracy,ltd_macro_f1,ltd_top5_accuracy,ltd_mrr,ltd_mean_true_rank,fusion_accuracy,fusion_macro_f1,fusion_top5_accuracy,fusion_mrr,fusion_mean_true_rank,delta_ltd_accuracy,delta_ltd_macro_f1,delta_ltd_top5_accuracy,delta_ltd_mrr,delta_fusion_accuracy,delta_fusion_macro_f1,delta_fusion_top5_accuracy,delta_fusion_mrr,origin
CONSENSUS_ONLY,NEAR,10100,0.6427722772277228,0.6252876583510302,0.9071287128712872,0.758263006213841,3.2411881188118814,0.7763366336633664,0.7681367312783717,0.9457425742574257,0.8513949303520165,2.2565346534653465,-0.030297029702970324,-0.03117123375952424,-0.014455445544554468,-0.02308865661800419,-0.006237623762376243,-0.006055713466099788,-0.0016831683168316847,-0.004571134960716816,ORIGIN14
CONSENSUS_ONLY,MID,9956,0.5591603053435115,0.5357987161965683,0.8430092406588992,0.6847258592383303,5.338589795098433,0.6643230212936923,0.6338715732420556,0.8604861390116513,0.7555787787200914,4.405685014061873,-0.009843310566492569,-0.004191186335671504,-0.012253917235837686,-0.010192237904042667,-0.005022097227802336,-0.004271608171556807,-0.00803535556448376,-0.0052282478985306025,ORIGIN14
CONSENSUS_ONLY,FAR,9865,0.5209325899645211,0.4926500110466891,0.8123669538773441,0.6503706066206034,5.520121642169285,0.6407501267105931,0.6086400872229373,0.8452103395843893,0.736648458354897,4.551343132285859,-0.018246325392802798,-0.018437988745551193,-0.012975164723770916,-0.016849498652278583,-0.003142422706538195,-0.003076339925580207,-0.005169792194627432,-0.002815393425535828,ORIGIN14
CONSENSUS_ONLY,NEAR,9956,0.7138408999598232,0.7003453407771928,0.9568099638409,0.8181282185908985,1.8141824025713138,0.8068501406187224,0.7919165002211949,0.9737846524708719,0.8780651362980335,1.4965849738850945,-0.012856568903173993,-0.010090039879758983,-0.003917235837685773,-0.008289580226023108,-0.001305745279228554,-0.0016864941772403164,-0.0011048613901164517,-0.0009104084538601454,ORIGIN28
CONSENSUS_ONLY,MID,10162,0.6812635308010234,0.6635636661029998,0.9441054910450699,0.7910322270065642,1.9373154890769533,0.7829167486715214,0.7649983691641417,0.9605392639244243,0.8570450231329039,1.6445581578429442,-0.012497539854359418,-0.01124110385699817,-0.0070852194449910755,-0.010727418555335766,0.0007872466049990701,0.0004668017801214841,-0.002361739814996988,-0.00043785071747470816,ORIGIN28
CONSENSUS_ONLY,FAR,9047,0.67403559190892,0.6527476649828508,0.9199734718691279,0.7795922265443572,2.12357687631259,0.7726318116502708,0.756452102776578,0.953244169337902,0.8495341582423235,1.7038797391400464,0.004421355145352024,0.0048154126071841,-0.011716591135182863,-0.0016980325788686912,-0.003316016359014018,-0.0036818957497835036,-0.003316016359014129,-0.0027107631115539377,ORIGIN28
