origin,seed,train_loss,n_train_queries,n_train_context_dates,skipped_train_dates,fit_seconds
ORIGIN14,11,0.7648822616221146,9976,7,7,3.259454899933189
ORIGIN14,42,0.7951523242958948,9976,7,7,2.714100747019984
ORIGIN14,73,0.7850264674104875,9976,7,7,2.7777174699585885
ORIGIN28,11,0.6683772275383051,30136,21,7,8.240119493100792
ORIGIN28,42,0.6485885247580246,30136,21,7,7.906233148067258
ORIGIN28,73,0.6609430584650094,30136,21,7,7.884461047011428
