policy,window,n,ltd_accuracy,ltd_macro_f1,ltd_top5_accuracy,ltd_mrr,ltd_mean_true_rank,fusion_accuracy,fusion_macro_f1,fusion_top5_accuracy,fusion_mrr,fusion_mean_true_rank,delta_ltd_accuracy,delta_ltd_macro_f1,delta_ltd_top5_accuracy,delta_ltd_mrr,delta_fusion_accuracy,delta_fusion_macro_f1,delta_fusion_top5_accuracy,delta_fusion_mrr
CONSENSUS_ONLY,NEAR,10100,0.6427722772277228,0.6252876583510302,0.9071287128712872,0.758263006213841,3.2411881188118814,0.7763366336633664,0.7681367312783717,0.9457425742574257,0.8513949303520165,2.2565346534653465,-0.030297029702970324,-0.03117123375952424,-0.014455445544554468,-0.02308865661800419,-0.006237623762376243,-0.006055713466099788,-0.0016831683168316847,-0.004571134960716816
CONSENSUS_ONLY,MID,9956,0.5591603053435115,0.5357987161965683,0.8430092406588992,0.6847258592383303,5.338589795098433,0.6643230212936923,0.6338715732420556,0.8604861390116513,0.7555787787200914,4.405685014061873,-0.009843310566492569,-0.004191186335671504,-0.012253917235837686,-0.010192237904042667,-0.005022097227802336,-0.004271608171556807,-0.00803535556448376,-0.0052282478985306025
CONSENSUS_ONLY,FAR,9865,0.5209325899645211,0.4926500110466891,0.8123669538773441,0.6503706066206034,5.520121642169285,0.6407501267105931,0.6086400872229373,0.8452103395843893,0.736648458354897,4.551343132285859,-0.018246325392802798,-0.018437988745551193,-0.012975164723770916,-0.016849498652278583,-0.003142422706538195,-0.003076339925580207,-0.005169792194627432,-0.002815393425535828
CONSENSUS_CONF60,NEAR,10100,0.6425742574257426,0.6239006668674025,0.9020792079207921,0.7558950646860546,3.2646534653465347,0.7721782178217822,0.7643313349904215,0.9462376237623762,0.848919946269694,2.261188118811881,-0.030495049504950522,-0.032558225243151884,-0.019504950495049522,-0.0254565981457906,-0.010396039603960405,-0.009861109754049968,-0.0011881188118811892,-0.007046119043039312
CONSENSUS_CONF60,MID,9956,0.5584572117316191,0.5357104398485931,0.8412012856568903,0.6846055176171715,5.3523503415026115,0.6652269987946967,0.6354374582796308,0.8609883487344315,0.7561881190438738,4.419345118521495,-0.010546404178384927,-0.004279462683646651,-0.014061872237846496,-0.010312579525201482,-0.004118119726797875,-0.0027057231339815413,-0.0075331458417035035,-0.004618907574748143
CONSENSUS_CONF60,FAR,9865,0.5087683730359858,0.48395528234929575,0.8095286365940193,0.6424828298766012,5.598073998986315,0.6335529650278763,0.6034055043419748,0.8467308667004562,0.732433708048261,4.583274201723264,-0.030410542321338108,-0.027132717442944543,-0.015813482007095758,-0.02473727539628079,-0.010339584389254974,-0.008310922806542664,-0.0036492650785605596,-0.007030143732171812
CONSENSUS_MARGIN20,NEAR,10100,0.646930693069307,0.6295154442336248,0.9076237623762377,0.760956816880655,3.1656435643564356,0.7767326732673268,0.7685947374135624,0.9475247524752475,0.85227272648136,2.2411881188118814,-0.026138613861386162,-0.026943447876929594,-0.013960396039603973,-0.020394845951190232,-0.005841584158415847,-0.00559770733090903,9.90099009900991e-05,-0.0036933388313733495
CONSENSUS_MARGIN20,MID,9956,0.5569505825632785,0.5345536467452023,0.8433105664925673,0.6830925042752489,5.359883487344315,0.6646243471273604,0.6344665684199545,0.8591803937324226,0.7554585308470451,4.41743672157493,-0.012053033346725583,-0.005436255787037436,-0.011952591402169532,-0.011825592867124035,-0.004720771394134182,-0.0036766129936578462,-0.009341100843712424,-0.005348495771576922
CONSENSUS_MARGIN20,FAR,9865,0.5119107957425241,0.4858381557336905,0.8087176887987836,0.6440137683488112,5.661733400912317,0.6353775975671566,0.6045118477360398,0.8428788646730867,0.7327543195926238,4.586720729853016,-0.0272681196147998,-0.025249844058549797,-0.016624429802331475,-0.023206336924070814,-0.008514951849974639,-0.007204579412477652,-0.007501267105930021,-0.006709532187809009
