origin,seed,train_loss,n_train_queries,n_train_context_dates,skipped_train_dates,fit_seconds
ORIGIN14,11,0.7648822616221146,9976,7,7,3.0934356480138376
ORIGIN14,42,0.7951523242958948,9976,7,7,2.1925881570205092
ORIGIN14,73,0.7850264674104875,9976,7,7,2.25565056304913
ORIGIN28,11,0.6683772275383051,30136,21,7,7.620979967992753
ORIGIN28,42,0.6485885247580246,30136,21,7,7.635115590062924
ORIGIN28,73,0.6609430584650094,30136,21,7,7.239953583921306
